pair_id,response1,response2,label,perturbation_type,dataset_name
10,"Alexander I Theopator Euergetes, surnamed Balas (), was the ruler of the Seleucid Empire from 150 BC to August 145 BC.  Picked from obscurity and supported by the neighboring Roman-allied Attalid kingdom, Alexander landed in Phoenicia in 152 BC and started a civil war against Seleucid King Demetrius I Soter.  Backed by mercenaries and factions of the Seleucid Empire unhappy with the existing government, he defeated Demetrius and took the crown in 150 BC.  He married the princess Cleopatra Thea to seal an alliance with the neighboring Ptolemaic kingdom.  His reign saw the steady retreat of the Seleucid Empire's eastern border, with important eastern satrapies such as Media being lost to the nascent Parthian Empire.  In 147 BC, Demetrius II Nicator, the young son of Demetrius I, began a campaign to overthrow Balas, and civil war resumed.  Alexander's ally, Ptolemaic king Ptolemy VI Philometor, moved troops into Coele-Syria to support Alexander, but then switched sides and threw his support behind Demetrius II.  At the Battle of the Oenoparus River in Syria, he was defeated by Ptolemy VI and he died shortly afterward.","Alexander I Theopator Euergetes, surnamed Balas (), was the ruler of the Seleucid Empire from 150 BC to August 145 BC. Picked from obscurity and supported by the neighboring Roman-allied Attalid kingdom, Alexander landed in Phoenicia in 152 BC and started a civil war against Seleucid King Demetrius I Soter. Backed by mercenaries and factions of the Seleucid Empire unhappy with the existing government, he defeated Demetrius and took the crown in 150 BC. He married the princess Cleopatra Thea to seal an alliance with the neighboring Ptolemaic kingdom. His reign saw the steady retreat of the Seleucid Empire's eastern border, with important eastern satrapies such as Media being lost to the nascent Parthian Empire. In 147 BC, Demetrius II Nicator, the young son of Demetrius I, began a campaign to overthrow Balas, and civil war resumed. At the Battle of the Oenoparus River in Syria, he was defeated by Ptolemy VI and he died shortly afterward.",0,edge_deletion,wikipedia_entity_swap
11,"421-a tax abatement, property tax exemption in the U.S. state of New York Abatement of debts and legacies, a common law doctrine of wills Abatement in pleading, a legal defense to civil and criminal actions Abatement (heraldry), a modification of the shield or coat of arms imposed by authority for misconduct Asbestos abatement, removal of asbestos from structures Bird abatement, driving or removing undesired birds from an area Dust abatement, the process of inhibiting the creation of excess soil dust Graffiti abatement, a joint effort between groups to eliminate graffiti Marginal abatement cost, the marginal cost of reducing pollution Noise abatement, strategies to reduce noise pollution or its impact Nuisance abatement, regulatory compliance methodology Tax abatement, temporary reduction or elimination of a tax","421-a tax abatement, property tax exemption in the U.S. state of New York Abatement of debts and legacies, a common law doctrine of disinherit Abatement in pleading, a legal defense to civil and criminal actions Abatement (heraldry), a modification of the shield or coat of arms imposed by authority for misconduct Asbestos abatement, removal of asbestos from structures Bird abatement, driving or removing undesired birds from an area Dust abatement, the process of inhibiting the creation of excess soil dust Graffiti abatement, a joint effort between groups to eliminate graffiti Marginal abatement cost, the marginal cost of reducing pollution Noise abatement, strategies to reduce noise pollution or its impact Nuisance abatement, regulatory compliance methodology Tax abatement, temporary reduction or elimination of a tax",0,edge_replacement,wikipedia_entity_swap
12,"Born to a wealthy family in Royal Leamington Spa, Warwickshire, Crowley rejected his parents' fundamentalist Christian Plymouth Brethren faith to pursue an interest in Western esotericism. He was educated at Trinity College at the University of Cambridge, where he focused his attentions on mountaineering and poetry, resulting in several publications. Some biographers allege that here he was recruited into a British intelligence agency, further suggesting that he remained a spy throughout his life. In 1898, he joined the esoteric Hermetic Order of the Golden Dawn, where he was trained in ceremonial magic by Samuel Liddell MacGregor Mathers and Allan Bennett. He went mountaineering in Mexico with Oscar Eckenstein, before studying Hindu and Buddhist practices in India. In 1904, he married Rose Edith Kelly and they honeymooned in Cairo, Egypt, where Crowley claimed to have been contacted by a supernatural entity named Aiwass, who provided him with The Book of the Law, a sacred text that served as the basis for Thelema. Announcing the start of the Æon of Horus, The Book declared that its followers should ""Do what thou wilt"" and seek to align themselves with their True Will through the practice of ceremonial magic.","In 1940, Russian construction workers found ancient ruins during the construction of a highway between Abakan and Askiz. When the site was excavated by Soviet archaeologists in 1941–1945, they realized that they had discovered a building absolutely unique for the area: a large (1500 square meters) Chinese-style, likely Han dynasty era (206 BC–220 AD) palace. The identity of the high-ranking personage who lived luxuriously in Chinese style, far outside the Han Empire's borders, has remained a matter for discussion ever since. Russian archaeologist  surmised, based on circumstantial evidence, that the palace may have been the residence of Li Ling, a Chinese general who had been defeated by the Xiongnu in 99 BCE, and defected to them as a result. While this opinion has remained popular, other views have been expressed as well. More recently, for example, it was claimed by  as the residence of Lu Fang (盧芳), a Han throne pretender from the Guangwu era.",0,node_replacement,wikipedia_entity_swap
13,"Asynchronous Transfer Mode (ATM) is a telecommunications standard defined by the American National Standards Institute and ITU-T (formerly CCITT) for digital transmission of multiple types of traffic. ATM was developed to meet the needs of the Broadband Integrated Services Digital Network as defined in the late 1980s, and designed to integrate telecommunication networks. It can handle both traditional high-throughput data traffic and real-time, low-latency content such as telephony (voice) and video. ATM provides functionality that uses features of circuit switching and packet switching networks by using asynchronous time-division multiplexing.","Asynchronous Transfer Mode (ATM) is a telecommunications standard defined by the American National Standards Institute and ITU-T (formerly CCITT) for digital transmission of multiple types of traffic. It can handle both traditional high-throughput data traffic and real-time, low-latency content such as telephony (voice) and video. ATM was developed to meet the needs of the Broadband Integrated Services Digital Network as defined in the late 1980s, and designed to integrate telecommunication networks. ATM provides functionality that uses features of circuit switching and packet switching networks by using asynchronous time-division multiplexing.",1,paraphrase,wikipedia_entity_swap
14,"Astrology is a range of divinatory practices, recognized as pseudoscientific since the 18th century, that claim to discern information about human affairs and terrestrial events by studying the apparent positions of celestial objects. Different cultures have employed forms of astrology since at least the 2nd millennium BCE, these practices having originated in calendrical systems used to predict seasonal shifts and to interpret celestial cycles as signs of divine communications. Most, if not all, cultures have attached importance to what they observed in the sky, and some—such as the Hindus, Chinese, and the Maya—developed elaborate systems for predicting terrestrial events from celestial observations. Western astrology, one of the oldest astrological systems still in use, can trace its roots to 19th–17th century BCE Mesopotamia, from where it spread to Ancient Greece, Rome, the Islamic world, and eventually Central and Western Europe. Contemporary Western astrology is often associated with systems of horoscopes that purport to explain aspects of a person's personality and predict significant events in their lives based on the positions of celestial objects; the majority of professional astrologers rely on such systems.","Astrology is a range of divinatory practices, recognized as pseudoscientific since the 18th century, that claim to discern information about human affairs and terrestrial events by studying the apparent positions of celestial objects. Different cultures have employed forms of astrology since at least the 2nd millennium BCE, these practices having originated in calendrical systems used to predict seasonal shifts and to interpret celestial cycles as signs of divine communications. Most, if not all, cultures have detach importance to what they observed in the sky, and some—such as the Hindus, Chinese, and the Maya—developed elaborate systems for predicting terrestrial events from celestial observations. Western astrology, one of the oldest astrological systems still in use, can trace its roots to 19th–17th century BCE Mesopotamia, from where it spread to Ancient Greece, Rome, the Islamic world, and eventually Central and Western Europe. Contemporary Western astrology is often associated with systems of horoscopes that purport to explain aspects of a person's personality and predict significant events in their lives based on the positions of celestial objects; the majority of professional astrologers rely on such systems.",0,edge_replacement,wikipedia_entity_swap
15,"Adhemar (also known as Adémar, Aimar, or Aelarz) de Monteil (died 1 August 1098) was one of the principal figures of the First Crusade and was bishop of Puy-en-Velay from before 1087. He was the chosen representative of Pope Urban II for the expedition to the Holy Land. Remembered for his martial prowess, he led knights and men into battle and fought beside them, particularly at the Battle of Dorylaeum and Siege of Antioch. Adhemar is said to have carried the Holy Lance in the Crusaders’ desperate breakout at Antioch on 28 June 1098, in which superior Islamic forces under the atabeg Kerbogha were routed, securing the city for the Crusaders. He died in 1098 due to illness.","Adhemar (also known as Adémar, Aimar, or Aelarz) de Monteil (died 1 August 1098) was one of the principal figures of the First Crusade and was bishop of Puy-en-Velay from before 1087. He was the chosen representative of Pope Urban II for the expedition to the Holy Land. Remembered for his martial prowess, he led knights and men into battle and fought beside them, particularly at the Battle of Dorylaeum and Siege of Antioch. He died in 1098 due to illness.",0,node_deletion,wikipedia_entity_swap
16,"The Australian Labor Party (ALP), also simply known as Labor, is the major centre-left political party in Australia and one of two major parties in Australian politics, along with the centre-right Liberal Party of Australia. The party has been in government since being elected at the 2022 federal election, and with political branches in each state and territory, they currently form government in New South Wales, Queensland, South Australia, Victoria, Western Australia, the Australian Capital Territory, and the Northern Territory. As of 2023, Tasmania is the only state or territory where Labor forms the opposition. It is the oldest continuous political party in Australian history, being established on 8 May 1901 at Parliament House, Melbourne, the meeting place of the first federal Parliament.","The Australian Labor Party (ALP), also simply known as Labor, is the major centre-left political party in Australia and one of two major parties in Australian politics, along with the centre-right Liberal Party of Australia. As of 2023, Tasmania is the only state or territory where Labor forms the opposition. The party has been in government since being elected at the 2022 federal election, and with political branches in each state and territory, they currently form government in New South Wales, Queensland, South Australia, Victoria, Western Australia, the Australian Capital Territory, and the Northern Territory. It is the oldest continuous political party in Australian history, being established on 8 May 1901 at Parliament House, Melbourne, the meeting place of the first federal Parliament.",1,paraphrase,wikipedia_entity_swap
17,"Amalric or Amaury I (; ; 113611 July 1174) was King of Jerusalem from 1163, and Count of Jaffa and Ascalon before his accession. He was the second son of Melisende and Fulk of Jerusalem, and succeeded his older brother Baldwin III. During his reign, Jerusalem became more closely allied with the Byzantine Empire, and the two states launched an unsuccessful invasion of Egypt. He was the father of three future rulers of Jerusalem, Sibylla, Baldwin IV, and Isabella I.","Le Pen lost by an overwhelming margin in the runoff, 82.2% to 17.8%, a sign that the true top two candidates had not been found. In the approval voting survey primary, Chirac took first place with 36.7%, compared to Jospin at 32.9%. Le Pen, in that study, received 25.1% and so would not have made the cut to the second round. In the real primary election, the top three were Chirac, 19.9%, Le Pen, 16.9%, and Jospin, 16.2%. A study of various ""evaluative voting"" methods (Approval and score voting) during the 2012 French presidential election showed that ""unifying"" candidates tended to do better, and polarizing candidates did worse, as compared to under plurality voting.",0,node_replacement,wikipedia_entity_swap
18,"Apatosaurus (; meaning ""deceptive lizard"") is a genus of herbivorous sauropod dinosaur that lived in North America during the Late Jurassic period. Othniel Charles Marsh described and named the first-known species, A. ajax, in 1877, and a second species, A. louisae, was discovered and named by William H. Holland in 1916. Apatosaurus lived about 152 to 151 million years ago (mya), during the late Kimmeridgian to early Tithonian age, and are now known from fossils in the Morrison Formation of modern-day Colorado, Oklahoma, New Mexico, Wyoming, and Utah in the United States. Apatosaurus had an average length of , and an average mass of . A few specimens indicate a maximum length of 11–30% greater than average and a mass of approximately .","Apatosaurus (; meaning ""deceptive lizard"") is a genus of herbivorous sauropod dinosaur that lived in North America during the Late Jurassic period. Othniel Charles Marsh described and named the first-known species, A. ajax, in 1877, and a second species, A. louisae, was discovered and named by William H. Holland in 1916. Apatosaurus had an average length of , and an average mass of . A few specimens indicate a maximum length of 11–30% greater than average and a mass of approximately .",0,node_deletion,wikipedia_entity_swap
19,"Clinton was born and raised in Arkansas. He graduated from Georgetown University and later from Yale Law School, where he met his future wife, Hillary Rodham. After graduating from law school, Clinton returned to Arkansas and won election as state attorney general, followed by two non-consecutive tenures as Arkansas governor. As governor, he overhauled the state's education system and served as chairman of the National Governors Association. Clinton was elected president in the 1992 election, defeating incumbent Republican president George H. W. Bush and independent businessman Ross Perot. He became the first president to be born in the Baby Boomer generation.","Clinton was born and raised in Arkansas. He graduated from Georgetown University and later from Yale Law School, where he diverge his future wife, Hillary Rodham. After graduating from law school, Clinton returned to Arkansas and won election as state attorney general, followed by two non-consecutive tenures as Arkansas governor. As governor, he overhauled the state's education system and served as chairman of the National Governors Association. Clinton was elected president in the 1992 election, defeating incumbent Republican president George H. W. Bush and independent businessman Ross Perot. He became the first president to be born in the Baby Boomer generation.",0,edge_replacement,wikipedia_entity_swap
20,"Alfonso was the son of Raymond IV of Toulouse by his third wife, Elvira of Castile. He was born in the castle of Mont Pèlerin in Tripoli while his father was on the First Crusade. He was given the name ""Jourdain"" after being baptised in the Jordan River. Alfonso's father died when he was two years old and he remained under the guardianship of his cousin, William Jordan, Count of Cerdagne, until he was five. He was then taken to Europe, where his half-brother Bertrand had given him the county of Rouergue. Upon Bertrand's death in 1112, Alfonso succeeded to the county of Toulouse and marquisate of Provence.","Alfonso was the son of Raymond IV of Toulouse by his third wife, Elvira of Castile. He was born in the castle of Mont Pèlerin in Tripoli while his father was on the First Crusade. He was given the name ""Jourdain"" after being baptised in the Jordan River. Alfonso's father died when he was two years old and he remained under the guardianship of his cousin, William Jordan, Count of Cerdagne, until he was five. Upon Bertrand's death in 1112, Alfonso succeeded to the county of Toulouse and marquisate of Provence.",0,node_deletion,wikipedia_entity_swap
21,"The prefix AD and the suffixes CE, BC or BCE (Common Era, Before Christ or Before Common Era) are dropped. The year 1 BC/BCE is numbered 0, the year 2 BC is numbered −1, and in general the year n BC/BCE is numbered ""−(n − 1)"" (a negative number equal to 1 − n). The numbers of AD/CE years are not changed and are written with either no sign or a positive sign; thus in general n AD/CE is simply n or +n. For normal calculation a number zero is often needed, here most notably when calculating the number of years in a period that spans the epoch; the end years need only be subtracted from each other.","The prefix AD and the suffixes CE, BC or BCE (Common Era, Before Christ or Before Common Era) are dropped. The numbers of AD/CE years are not changed and are written with either no sign or a positive sign; thus in general n AD/CE is simply n or +n. The year 1 BC/BCE is numbered 0, the year 2 BC is numbered −1, and in general the year n BC/BCE is numbered ""−(n − 1)"" (a negative number equal to 1 − n). For normal calculation a number zero is often needed, here most notably when calculating the number of years in a period that spans the epoch; the end years need only be subtracted from each other.",1,paraphrase,wikipedia_entity_swap
22,"In computer science, an AVL tree (named after inventors Adelson-Velsky and Landis) is a self-balancing binary search tree. In an AVL tree, the heights of the two child subtrees of any node differ by at most one; if at any time they differ by more than one, rebalancing is done to restore this property. Lookup, insertion, and deletion all take  time in both the average and worst cases, where  is the number of nodes in the tree prior to the operation. Insertions and deletions may require the tree to be rebalanced by one or more tree rotations.","In computer science, an AVL tree (named after inventors Adelson-Velsky and Landis) is a self-balancing binary search tree. Lookup, insertion, and deletion all take  time in both the average and worst cases, where  is the number of nodes in the tree prior to the operation. In an AVL tree, the heights of the two child subtrees of any node differ by at most one; if at any time they differ by more than one, rebalancing is done to restore this property. Insertions and deletions may require the tree to be rebalanced by one or more tree rotations.",1,paraphrase,wikipedia_entity_swap
23,"In 1 Samuel 25, Nabal demonstrates ingratitude towards David, the son of Jesse (from the tribe of Judah), and Abigail attempts to placate David, in order to stop the future King  from taking revenge. She gives him food, and speaks to him, urging him not to ""have on his conscience the staggering burden of needless bloodshed"" (verse 31, NIV) and reminding him that God will make him a ""lasting dynasty"" (verse 28). Jon Levenson calls this an ""undeniable adumbration"" of Nathan's prophecy in 2 Samuel 7. Alice Bach notes that Abigail pronounces a ""crucial prophecy,"" and the Talmud regards her as one of the Tanakh's seven female prophets. Levenson, however, suggests that she ""senses the drift of history"" from intelligence rather than from special revelation.","In 1 Samuel 25, Nabal demonstrates ingratitude towards David, the son of Jesse (from the tribe of Judah), and Abigail attempts to placate David, in order to stop the future King  from taking revenge. Alice Bach notes that Abigail pronounces a ""crucial prophecy,"" and the Talmud regards her as one of the Tanakh's seven female prophets. Jon Levenson calls this an ""undeniable adumbration"" of Nathan's prophecy in 2 Samuel 7. She gives him food, and speaks to him, urging him not to ""have on his conscience the staggering burden of needless bloodshed"" (verse 31, NIV) and reminding him that God will make him a ""lasting dynasty"" (verse 28). Levenson, however, suggests that she ""senses the drift of history"" from intelligence rather than from special revelation.",1,paraphrase,wikipedia_entity_swap
24,"In 1986, she scored her first Billboard Hot 100 no. 1 song in a duet with Peter Cetera, ""The Next Time I Fall"". In 1991, she released the blockbuster album Heart in Motion which became her best-selling album to date, topping the Billboard Christian album chart for 32 weeks, selling five million copies in the U.S. and producing her second no. 1 pop single ""Baby Baby"" and produced another three top 10 on Billboard Hot 100; ""That's What Love Is For"", ""Every Heartbeat"" and ""Good for Me"".","In 1986, she scored her first Billboard Hot 100 no. In 1991, she released the blockbuster album Heart in Motion which became her best-selling album to date, topping the Billboard Christian album chart for 32 weeks, selling five million copies in the U.S. and producing her second no. 1 song in a duet with Peter Cetera, ""The Next Time I Fall"". 1 pop single ""Baby Baby"" and produced another three top 10 on Billboard Hot 100; ""That's What Love Is For"", ""Every Heartbeat"" and ""Good for Me"".",1,paraphrase,wikipedia_entity_swap
25,"The Romans gave this month the Latin name Aprilis but the derivation of this name is uncertain. The traditional etymology is from the verb aperire, ""to open"", in allusion to its being the season when trees and flowers begin to ""open"", which is supported by comparison with the modern Greek use of άνοιξη (ánixi) (opening) for spring. Since some of the Roman months were named in honor of divinities, and as April was sacred to the goddess Venus, her Veneralia being held on the first day, it has been suggested that Aprilis was originally her month Aphrilis, from her equivalent Greek goddess name Aphrodite (Aphros), or from the Etruscan name Apru. Jacob Grimm suggests the name of a hypothetical god or hero, Aper or Aprus.","The Romans gave this month the Latin name Aprilis but the derivation of this name is uncertain. Since some of the Roman months were named in honor of divinities, and as April was sacred to the goddess Venus, her Veneralia being held on the first day, it has been suggested that Aprilis was originally her month Aphrilis, from her equivalent Greek goddess name Aphrodite (Aphros), or from the Etruscan name Apru. The traditional etymology is from the verb aperire, ""to open"", in allusion to its being the season when trees and flowers begin to ""open"", which is supported by comparison with the modern Greek use of άνοιξη (ánixi) (opening) for spring. Jacob Grimm suggests the name of a hypothetical god or hero, Aper or Aprus.",1,paraphrase,wikipedia_entity_swap
