pair_id,label,perturbation_type,gt_similarity,snea_bert_similarity,paragraph_1,paragraph_2,gt_kg1_triples,gt_kg2_triples,our_kg1_triples,our_kg2_triples,perturbation_log
106,0,edge_deletion,0.9230769230769232,0.9276359946947156,"Sheryl Sandberg operates in Meta Platforms Inc. and is a member of the Chief Operating Officer position. Additionally, Sheryl Sandberg relates to the Senate Intelligence Committee, which has James Comey as a notable figure. The Senate Intelligence Committee also relates to the topics of Russian election interference and Russia Interference.","Sheryl Sandberg operates in Meta Platforms Inc. and serves as the Chief Operating Officer of the company. Meanwhile, the Senate Intelligence Committee has James Comey as a member, and it relates to issues surrounding Russian election interference, as well as other aspects of Russia Interference.","(Sheryl Sandberg, Operate_In, Meta Platforms Inc.)
(Sheryl Sandberg, Relate_To, Senate Intelligence Committee)
(Sheryl Sandberg, Is_Member_Of, Chief Operating Officer)
(Senate Intelligence Committee, Has, James Comey)
(Senate Intelligence Committee, Relate_To, Russian election interference)
(Senate Intelligence Committee, Relate_To, Russia Interference)","(Sheryl Sandberg, Operate_In, Meta Platforms Inc.)
(Sheryl Sandberg, Is_Member_Of, Chief Operating Officer)
(Senate Intelligence Committee, Has, James Comey)
(Senate Intelligence Committee, Relate_To, Russian election interference)
(Senate Intelligence Committee, Relate_To, Russia Interference)","(Sheryl_Sandberg, operates_in, Meta_Platforms_Inc)
(Sheryl_Sandberg, member_of, Chief_Operating_Officer)
(Sheryl_Sandberg, relates_to, Senate_Intelligence_Committee)
(James_Comey, notable_figure_of, Senate_Intelligence_Committee)
(Senate_Intelligence_Committee, relates_to, Russian_election_interference)
(Senate_Intelligence_Committee, relates_to, Russia_Interference)","(Sheryl_Sandberg, operates_in, Meta_Platforms_Inc)
(Sheryl_Sandberg, serves_as, Chief_Operating_Officer)
(Sheryl_Sandberg, works_at, Meta_Platforms_Inc)
(James_Comey, member_of, Senate_Intelligence_Committee)
(Senate_Intelligence_Committee, relates_to, Russian_election_interference)
(Senate_Intelligence_Committee, relates_to, Russia_Interference)",edge_deletion(507→3102)
107,0,edge_deletion,0.9090909090909092,0.7721375649190132,"Ukraine has a notable relationship with issues of corruption. An impeachment inquiry, which is related to Ukraine, notably impacted Donald Trump. In the context of the impeachment inquiry, House Committees play a significant role, operating within this process and exercising control over the issuance of subpoenas.","Ukraine has been related to issues of corruption, a topic that has gained significant attention in recent times. One notable event impacting this discourse is the impeachment inquiry, which affects Donald Trump and is also related to Ukraine itself. In the context of this inquiry, House Committees possess control over subpoenas, an essential tool in their investigative process.","(Ukraine, Relate_To, Corruption)
(impeachment inquiry, Impact, Donald Trump)
(impeachment inquiry, Relate_To, Ukraine)
(House Committees, Control, Subpoenas)
(House Committees, Operate_In, impeachment inquiry)","(Ukraine, Relate_To, Corruption)
(impeachment inquiry, Impact, Donald Trump)
(impeachment inquiry, Relate_To, Ukraine)
(House Committees, Control, Subpoenas)","(Ukraine, related_to, issues_of_corruption)
(impeachment_inquiry, related_to, Ukraine)
(impeachment_inquiry, impacted, Donald_Trump)
(House_Committees, play_significant_role_in, impeachment_inquiry)
(House_Committees, operate_within, impeachment_inquiry)
(House_Committees, exercise_control_over, issuance_of_subpoenas)","(Ukraine, related_to, issues_of_corruption)
(issues_of_corruption, gained_attention_in, recent_times)
(impeachment_inquiry, related_to, Ukraine)
(impeachment_inquiry, affects, Donald_Trump)
(impeachment_inquiry, related_to, Ukraine)
(House_Committees, possess_control_over, subpoenas)
(subpoenas, essential_tool_in, investigative_process)
(House_Committees, part_of, investigative_process)",edge_deletion(8334→5501)
108,1,node_replacement,0.6153846153846154,0.8920783548530884,"The House of Commons holds a vital role within the government structure, specifically relating to both the government and the British Government. It exercises control over the Brexit Deal, a pivotal agreement with considerable consequences. The Brexit Deal, under the jurisdiction of the House of Commons, impacts the European Economy, indicating significant financial and economic ramifications for the region. Additionally, the agreement has an adverse effect on the British Pound, highlighting a negative impact on currency stability. Moreover, the deal influences companies, suggesting diverse implications for business operations and economic strategies in the aftermath of the Brexit deal.","The House of Commons is intricately related to the government and the British Government, serving as a central legislative body that influences significant national decisions. It plays a controlling role in the formulation and approval of the Brexit Deal. This deal has considerable impacts, affecting the European Economy and having a negative impact on the British Pound. Moreover, the Brexit Deal exerts influence over various companies, possibly affecting their operations and strategic planning within and outside the UK.","(House of Commons, Relate_To, government)
(House of Commons, Relate_To, British Government)
(House of Commons, Control, Brexit Deal)
(Brexit Deal, Impact, European Economy)
(Brexit Deal, Negative_Impact_On, British Pound)
(Brexit Deal, Impact, Companies)","(House of Commons, Relate_To, New York Fed)
(House of Commons, Relate_To, House and Senate)
(House of Commons, Control, Economic Collapse)
(Economic Collapse, Impact, South Sudan)
(Economic Collapse, Negative_Impact_On, U.S. government bond prices)
(Economic Collapse, Impact, Companies)","(House_of_Commons, part_of, government_structure)
(House_of_Commons, relates_to, government)
(House_of_Commons, relates_to, British_Government)
(House_of_Commons, exercises_control_over, Brexit_Deal)
(Brexit_Deal, under_jurisdiction_of, House_of_Commons)
(Brexit_Deal, impacts, European_Economy)
(Brexit_Deal, has_effect_on, British_Pound)
(British_Pound, affected_by, Brexit_Deal)
(Brexit_Deal, influences, companies)
(companies, affected_by, Brexit_Deal)","(House_of_Commons, part_of, government)
(House_of_Commons, related_to, British_Government)
(House_of_Commons, influences, national_decisions)
(House_of_Commons, plays_role_in, formulation_of_Brexit_Deal)
(House_of_Commons, approves, Brexit_Deal)
(Brexit_Deal, affects, European_Economy)
(Brexit_Deal, has_negative_impact_on, British_Pound)
(Brexit_Deal, influences, companies)
(companies, affected_by, Brexit_Deal)
(companies, affects, business_operations)
(companies, affects, economic_strategies)",node_replacement(93→None); node_replacement(406→None); node_replacement(1733→None); node_replacement(3065→None); node_replacement(492→None)
109,1,edge_replacement,0.8888888888888888,0.9938398069208794,"Palestinian health authorities have a negative impact on demonstrations, which are taking place in Hong Kong. Hong Kong is not only an area where these demonstrations are happening, but it also has associations with trade and the political framework known as One Country, Two Systems.","The Palestinian health authorities have had a negative impact on demonstrations, which have been occurring in Hong Kong. Hong Kong, known for its unique governance under the principle of One Country, Two Systems, is also closely related to Trade, highlighting its significant role in global economic exchanges.","(Palestinian health authorities, Negative_Impact_On, Demonstrations)
(Demonstrations, Operate_In, Hong Kong)
(Hong Kong, Relate_To, Trade)
(Hong Kong, Relate_To, One Country, Two Systems)","(Palestinian health authorities, Positive_Impact_On, Demonstrations)
(Demonstrations, Operate_In, Hong Kong)
(Hong Kong, Relate_To, Trade)
(Hong Kong, Relate_To, One Country, Two Systems)","(Palestinian_health_authorities, have_negative_impact_on, demonstrations)
(demonstrations, taking_place_in, Hong_Kong)
(Hong_Kong, associated_with, trade)
(Hong_Kong, governed_by, One_Country_Two_Systems)","(Palestinian_health_authorities, have_negative_impact_on, demonstrations)
(demonstrations, occurring_in, Hong_Kong)
(Hong_Kong, known_for, unique_governance)
(Hong_Kong, governed_by, One_Country_Two_Systems)
(Hong_Kong, closely_related_to, Trade)
(Trade, role_in, global_economic_exchanges)",edge_replacement(11669→11095)
110,0,node_removal,0.4545454545454546,0.4678215545378703,"Protests can negatively impact democracy and justice by challenging existing systems and creating social unrest. These protests often participate in demonstrations, which are public displays of dissent or support for various causes. Justice, which is vital for maintaining social order, relates to figures like William Barr, who have played significant roles in the legal framework. Justice is also connected to litigation, a process that seeks to resolve disputes through legal proceedings.","Protests have a dual role in societal dynamics where they can participate in demonstrations, serving as a channel for public expression and activism. However, they also have the potential to negatively impact democracy, especially when protests lead to instability or disrupt democratic processes.","(Protest, Negative_Impact_On, Democracy)
(Protest, Negative_Impact_On, Justice)
(Protest, Participates_In, Demonstration)
(Justice, Relate_To, William Barr)
(Justice, Relate_To, Litigation)","(Protest, Negative_Impact_On, Democracy)
(Protest, Participates_In, Demonstration)","(Protests, impact, democracy)
(Protests, impact, justice)
(Protests, participate_in, demonstrations)
(Demonstrations, are, public_displays_of_dissent)
(Demonstrations, are, public_displays_of_support)
(Justice, maintains, social_order)
(William_Barr, played_role_in, legal_framework)
(Justice, relates_to, William_Barr)
(Justice, relates_to, litigation)
(Litigation, seeks_to_resolve, disputes)
(Litigation, uses, legal_proceedings)","(Protests, participate_in, demonstrations)
(Demonstrations, are, channel_for_public_expression)
(Demonstrations, are, channel_for_activism)
(Protests, impact, democracy)
(Protests, lead_to, instability)
(Protests, disrupt, democratic_processes)",node_removal(7983→None)
111,1,edge_deletion,0.9333333333333332,0.821487636696598,"The Consumer Financial Protection Bureau exercises control over financial elements such as expenses, payday lending, and entities like American Express. Meanwhile, Matt Gaetz has relations with Republican lawmakers, who are connected to the Consumer Financial Protection Bureau. These lawmakers are influential, impacting significant events such as the Supreme Court nomination. Furthermore, they actively participate in national political events, such as the State of the Union Address.","The Consumer Financial Protection Bureau exerts control over expenses, payday lending, and even American Express, playing a significant role in regulating financial practices. Meanwhile, Matt Gaetz, a prominent figure, is connected with Republican lawmakers, who themselves are related to the Consumer Financial Protection Bureau. These Republican lawmakers have an impact on key political decisions, such as Supreme Court nominations, and actively participate in important events like the State of the Union Address.","(Consumer Financial Protection Bureau, Control, Expenses)
(Consumer Financial Protection Bureau, Control, Payday Lending)
(Consumer Financial Protection Bureau, Control, American Express)
(Matt Gaetz, Relate_To, Republican lawmakers)
(Republican lawmakers, Relate_To, Consumer Financial Protection Bureau)
(Republican lawmakers, Impact, Supreme Court nomination)
(Republican lawmakers, Participates_In, State of the Union Address)","(Consumer Financial Protection Bureau, Control, Expenses)
(Consumer Financial Protection Bureau, Control, Payday Lending)
(Consumer Financial Protection Bureau, Control, American Express)
(Matt Gaetz, Relate_To, Republican lawmakers)
(Republican lawmakers, Impact, Supreme Court nomination)
(Republican lawmakers, Participates_In, State of the Union Address)","(Consumer_Financial_Protection_Bureau, exercises_control_over, expenses)
(Consumer_Financial_Protection_Bureau, exercises_control_over, payday_lending)
(Consumer_Financial_Protection_Bureau, exercises_control_over, American_Express)
(Matt_Gaetz, has_relations_with, Republican_lawmakers)
(Republican_lawmakers, connected_to, Consumer_Financial_Protection_Bureau)
(Republican_lawmakers, influential_in, significant_events)
(significant_events, includes, Supreme_Court_nomination)
(Republican_lawmakers, participate_in, national_political_events)
(national_political_events, includes, State_of_the_Union_Address)","(Consumer_Financial_Protection_Bureau, exerts_control_over, expenses)
(Consumer_Financial_Protection_Bureau, exerts_control_over, payday_lending)
(Consumer_Financial_Protection_Bureau, exerts_control_over, American_Express)
(Consumer_Financial_Protection_Bureau, regulates, financial_practices)
(Matt_Gaetz, connected_with, Republican_lawmakers)
(Republican_lawmakers, related_to, Consumer_Financial_Protection_Bureau)
(Republican_lawmakers, impact_on, key_political_decisions)
(key_political_decisions, includes, Supreme_Court_nominations)
(Republican_lawmakers, participate_in, important_events)
(important_events, includes, State_of_the_Union_Address)",edge_deletion(1721→749)
112,1,edge_replacement,0.9090909090909092,0.6229833267981639,"The Nasdaq Composite, while primarily operating within the framework of Exchange-Traded Funds, has experienced a decrease, which resonates throughout the broader stock market. This stock market fluctuation positively impacts the Dow Jones Industrial Average, contributing to its movement. Conversely, such fluctuations have a negative impact on Economic Conditions, possibly leading to market uncertainty or instability. Furthermore, the stock market wields significant influence over the trade of Chinese goods, highlighting its substantial role in global economic interactions.","The Nasdaq Composite operates within the Exchange-Traded Fund environment and has experienced a decrease in the stock market. The stock market itself has a complex role, exerting a positive impact on the Dow Jones Industrial Average, while simultaneously having a negative impact on economic conditions. Additionally, the stock market affects other areas, such as influencing the flow and demand of Chinese goods.","(Nasdaq Composite, Decrease, Stock market)
(Nasdaq Composite, Operate_In, Exchange-Traded Fund)
(Stock market, Positive_Impact_On, Dow Jones Industrial Average)
(Stock market, Negative_Impact_On, Economic Conditions)
(Stock market, Impact, Chinese goods)","(Nasdaq Composite, Operate_In, Exchange-Traded Fund)
(Nasdaq Composite, Raise, Stock market)
(Stock market, Positive_Impact_On, Dow Jones Industrial Average)
(Stock market, Negative_Impact_On, Economic Conditions)
(Stock market, Impact, Chinese goods)","(Nasdaq_Composite, operates_within, Exchange-Traded_Funds)
(Nasdaq_Composite, experienced, decrease)
(decrease, resonates_in, broader_stock_market)
(broader_stock_market, impacts, Dow_Jones_Industrial_Average)
(Dow_Jones_Industrial_Average, movement_influenced_by, stock_market_fluctuation)
(stock_market_fluctuation, negatively_impacts, Economic_Conditions)
(Economic_Conditions, possibly_leads_to, market_uncertainty)
(Economic_Conditions, possibly_leads_to, market_instability)
(stock_market, influences, trade_of_Chinese_goods)
(trade_of_Chinese_goods, part_of, global_economic_interactions)","(Nasdaq_Composite, operates_within, Exchange-Traded_Fund_environment)
(Nasdaq_Composite, experienced, decrease)
(decrease, occurs_in, stock_market)
(stock_market, positively_impacts, Dow_Jones_Industrial_Average)
(stock_market, negatively_impacts, economic_conditions)
(stock_market, influences, flow_of_Chinese_goods)
(stock_market, influences, demand_of_Chinese_goods)",edge_replacement(87→472)
113,1,edge_deletion,0.9090909090909092,0.9987175519820508,"Cat Zakrzewski, who operates in the tech sector, is a member of WSJ and has raised the profile of The Wall Street Journal, an entity that relates to the securities industry. The Wall Street Journal is also known for its role in announcing key economic metrics like the New Orders Index.","Cat Zakrzewski, who is a member of WSJ, operates in the tech sector and raises the prominence of The Wall Street Journal. This esteemed publication relates to the securities industry and has recently announced the New Orders Index, showcasing its integral role in disseminating financial information.","(The Wall Street Journal, Relate_To, Securities Industry)
(The Wall Street Journal, Announce, New Orders Index)
(Cat Zakrzewski, Raise, The Wall Street Journal)
(Cat Zakrzewski, Is_Member_Of, WSJ)
(Cat Zakrzewski, Operate_In, Tech Sector)","(The Wall Street Journal, Relate_To, Securities Industry)
(The Wall Street Journal, Announce, New Orders Index)
(Cat Zakrzewski, Is_Member_Of, WSJ)
(Cat Zakrzewski, Operate_In, Tech Sector)","(Cat_Zakrzewski, operates_in, tech_sector)
(Cat_Zakrzewski, member_of, WSJ)
(Cat_Zakrzewski, raises_profile_of, The_Wall_Street_Journal)
(The_Wall_Street_Journal, relates_to, securities_industry)
(The_Wall_Street_Journal, announces, New_Orders_Index)","(Cat_Zakrzewski, member_of, WSJ)
(Cat_Zakrzewski, operates_in, tech_sector)
(Cat_Zakrzewski, raises_prominence_of, The_Wall_Street_Journal)
(The_Wall_Street_Journal, relates_to, securities_industry)
(The_Wall_Street_Journal, announces, New_Orders_Index)
(The_Wall_Street_Journal, disseminates, financial_information)",edge_deletion(10297→129)
114,1,node_replacement,0.7647058823529411,0.9999999991473684,"TD Securities controls both EUR/USD and Interest Rates, and it has a Note as part of its offerings. The Interest Rates have a significant impact on the US Economy as well as on emerging markets. Additionally, Mazen Issa relates to TD Securities, market trends, and interest rate policy, indicating his involvement and influence in this financial landscape.","TD Securities controls both EUR/USD and Interest Rates, and it has a Note as part of its financial instruments. Interest Rates have a significant impact on the US Economy and on Emerging markets. Mazen Issa relates to TD Securities, as well as to Market trends and Interest rate policy, indicating his involvement in the analysis and formulation of strategies that could affect these areas.","(TD Securities, Control, EUR/USD)
(TD Securities, Control, Interest Rates)
(TD Securities, Has, Note)
(Interest Rates, Impact, Emerging markets)
(Interest Rates, Impact, US Economy)
(Mazen Issa, Relate_To, TD Securities)
(Mazen Issa, Relate_To, Market trends)
(Mazen Issa, Relate_To, Interest rate policy)","(TD Securities, Control, 10-year Treasury yield)
(TD Securities, Control, Interest Rates)
(TD Securities, Has, Note)
(Interest Rates, Impact, Baghdad)
(Interest Rates, Impact, Home Prices)
(Mazen Issa, Relate_To, TD Securities)
(Mazen Issa, Relate_To, Financial Statements)
(Mazen Issa, Relate_To, Interest rate policy)","(TD_Securities, controls, EUR/USD)
(TD_Securities, controls, Interest_Rates)
(TD_Securities, has_part, Note)
(Interest_Rates, impact_on, US_Economy)
(Interest_Rates, impact_on, emerging_markets)
(Mazen_Issa, relates_to, TD_Securities)
(Mazen_Issa, relates_to, market_trends)
(Mazen_Issa, relates_to, interest_rate_policy)","(TD_Securities, controls, EUR/USD)
(TD_Securities, controls, Interest_Rates)
(TD_Securities, has_part, Note)
(TD_Securities, offers, financial_instruments)
(Interest_Rates, impact_on, US_Economy)
(Interest_Rates, impact_on, Emerging_markets)
(Mazen_Issa, relates_to, TD_Securities)
(Mazen_Issa, relates_to, Market_trends)
(Mazen_Issa, relates_to, Interest_rate_policy)
(Mazen_Issa, involved_in, analysis)
(Mazen_Issa, involved_in, formulation_of_strategies)",node_replacement(1505→None); node_replacement(692→None); node_replacement(11276→None); node_replacement(5176→None)
115,0,node_replacement,0.7058823529411764,0.5355300992477313,"Donald Trump impacts Social Security, while Rick Perry is related to both Donald Trump and the energy sector. The energy sector is connected to Climate Change and negatively impacts stocks, while also influencing inflation. Furthermore, Rick Perry participates in the impeachment inquiry, which relates to Ukraine.","President George H.W. Bush has a notable impact on the National Security Adviser. Rick Perry relates to both President George H.W. Bush and the Defense Industrial Base. Additionally, Rick Perry participates in the impeachment inquiry, which is related to Hungary. The Defense Industrial Base also relates to Climate Change and has a negative impact on Precious Metals while simultaneously impacting Inflation.","(Donald Trump, Impact, Social Security)
(Rick Perry, Relate_To, Donald Trump)
(Rick Perry, Relate_To, energy sector)
(Rick Perry, Participates_In, impeachment inquiry)
(energy sector, Relate_To, Climate Change)
(energy sector, Negative_Impact_On, stocks)
(energy sector, Impact, Inflation)
(impeachment inquiry, Relate_To, Ukraine)","(President George H.W. Bush, Impact, National Security Adviser)
(Rick Perry, Relate_To, President George H.W. Bush)
(Rick Perry, Relate_To, Defense Industrial Base)
(Rick Perry, Participates_In, impeachment inquiry)
(Defense Industrial Base, Relate_To, Climate Change)
(Defense Industrial Base, Negative_Impact_On, Precious Metals)
(Defense Industrial Base, Impact, Inflation)
(impeachment inquiry, Relate_To, Hungary)","(Donald_Trump, impacts, Social_Security)
(Rick_Perry, related_to, Donald_Trump)
(Rick_Perry, related_to, energy_sector)
(energy_sector, connected_to, Climate_Change)
(energy_sector, negatively_impacts, stocks)
(energy_sector, influences, inflation)
(Rick_Perry, participates_in, impeachment_inquiry)
(impeachment_inquiry, relates_to, Ukraine)","(President_George_H.W._Bush, impacts, National_Security_Adviser)
(Rick_Perry, relates_to, President_George_H.W._Bush)
(Rick_Perry, relates_to, Defense_Industrial_Base)
(Defense_Industrial_Base, relates_to, Climate_Change)
(Defense_Industrial_Base, negatively_impacts, Precious_Metals)
(Defense_Industrial_Base, impacts, Inflation)
(Rick_Perry, participates_in, impeachment_inquiry)
(impeachment_inquiry, relates_to, Hungary)",node_replacement(1946→None); node_replacement(22→None); node_replacement(0→None); node_replacement(132→None); node_replacement(1223→None)
116,0,edge_replacement,0.8888888888888888,0.750907331176633,"MTR Corp. operates in Hong Kong and is related to the Police, which may indicate its involvement in regulatory or security matters within the city. Additionally, MTR Corp. raises fines, likely in relation to its operations and compliance. Notably, Hong Kong also operates in Shanghai, highlighting a potential connection or influence between these two major cities in terms of transportation or governance.","MTR Corp. operates in Hong Kong, where it also has a relationship with the police. The company has been involved in actions that lead to a decrease in fines. Additionally, Hong Kong operates in relation to Shanghai, indicating a geographical and possibly economic connection between the two regions.","(MTR Corp., Raise, Fines)
(MTR Corp., Operate_In, Hong Kong)
(MTR Corp., Relate_To, Police)
(Hong Kong, Operate_In, Shanghai)","(MTR Corp., Operate_In, Hong Kong)
(MTR Corp., Relate_To, Police)
(MTR Corp., Decrease, Fines)
(Hong Kong, Operate_In, Shanghai)","(MTR_Corp., operates_in, Hong_Kong)
(MTR_Corp., related_to, Police)
(Police, located_in, Hong_Kong)
(MTR_Corp., raises, fines)
(fines, related_to, operations)
(fines, related_to, compliance)
(Hong_Kong, operates_in, Shanghai)
(MTR_Corp., involved_in, regulatory_matters)
(MTR_Corp., involved_in, security_matters)","(MTR_Corp., operates_in, Hong_Kong)
(MTR_Corp., related_to, police)
(police, located_in, Hong_Kong)
(MTR_Corp., involved_in, decrease_in_fines)
(fines, related_to, operations)
(Hong_Kong, related_to, Shanghai)
(MTR_Corp., operates_in_relation_to, Hong_Kong)
(Hong_Kong, operates_in_relation_to, Shanghai)",edge_replacement(10898→2090)
117,1,node_removal,0.7777777777777778,0.5751455229757749,"Alexander Davis has a notable influence across various industries. His involvement in the pharmaceutical industry showcases his active participation, while his operations within the tech sector denote his engagement with innovative technologies. Notably, the tech sector is closely related to stock value, implying that Davis's activities could have financial implications. However, his actions or strategies have had a negative impact on the venture capital industry, potentially affecting investments and funding opportunities within that sector.","Alexander Davis, whose activities negatively impact the Venture Capital Industry, also participates in the Pharmaceutical Industry. He operates in the Tech Sector, a field that is closely related to Stock Value.","(Alexander Davis, Negative_Impact_On, Venture Capital Industry)
(Alexander Davis, Participates_In, Pharmaceutical Industry)
(Alexander Davis, Operate_In, Tech Sector)
(Tech Sector, Relate_To, Stock Value)","(Alexander Davis, Participates_In, Pharmaceutical Industry)
(Alexander Davis, Operate_In, Tech Sector)
(Tech Sector, Relate_To, Stock Value)","(Alexander_Davis, has_influence_in, various_industries)
(Alexander_Davis, involved_in, pharmaceutical_industry)
(pharmaceutical_industry, shows, active_participation)
(Alexander_Davis, operates_in, tech_sector)
(tech_sector, denotes, innovative_technologies)
(tech_sector, related_to, stock_value)
(Alexander_Davis, activities_impact, venture_capital_industry)
(venture_capital_industry, affected_aspect, investments)
(venture_capital_industry, affected_aspect, funding_opportunities)
(Alexander_Davis, actions_have, negative_impact)
(negative_impact, on, venture_capital_industry)","(Alexander_Davis, negatively_impacts, Venture_Capital_Industry)
(Alexander_Davis, participates_in, Pharmaceutical_Industry)
(Alexander_Davis, operates_in, Tech_Sector)
(Tech_Sector, closely_related_to, Stock_Value)",node_removal(12652→None)
118,1,node_removal,0.4285714285714286,0.6186873368060761,"The Government Accountability Office holds control over the US Government, providing oversight and ensuring transparency in governmental operations. It also maintains a relationship with the U.S. Defense Department, collaborating to promote efficiency and accountability within defense spending and operations. Additionally, the US Government exercises its authority to control corporations such as ZTE, ensuring compliance with national security regulations and economic policies.","The Government Accountability Office plays a crucial role in controlling the activities and functions of the US Government, which in turn controls the corporation ZTE. Additionally, the Government Accountability Office has a connection with the U.S. Defense Department, highlighting its wide-ranging oversight and influence within the governmental structure.","(Government Accountability Office, Control, US Government)
(Government Accountability Office, Relate_To, U.S. Defense Department)
(US Government, Control, ZTE)","(Government Accountability Office, Relate_To, U.S. Defense Department)","(Government_Accountability_Office, holds_control_over, US_Government)
(Government_Accountability_Office, provides, oversight)
(Government_Accountability_Office, ensures, transparency)
(Government_Accountability_Office, maintains_relationship_with, U.S._Defense_Department)
(Government_Accountability_Office, collaborates_with, U.S._Defense_Department)
(Government_Accountability_Office, promotes, efficiency)
(Government_Accountability_Office, promotes, accountability)
(US_Government, exercises_authority_over, corporations)
(US_Government, controls, ZTE)
(US_Government, ensures_compliance_with, national_security_regulations)
(US_Government, ensures_compliance_with, economic_policies)
(U.S._Defense_Department, involved_in, defense_spending)
(U.S._Defense_Department, involved_in, defense_operations)","(Government_Accountability_Office, plays_crucial_role_in, controlling_US_Government)
(Government_Accountability_Office, controls, US_Government)
(US_Government, controls, ZTE)
(Government_Accountability_Office, has_connection_with, U.S._Defense_Department)
(Government_Accountability_Office, has_oversight_of, governmental_structure)
(Government_Accountability_Office, has_influence_within, governmental_structure)
(U.S._Defense_Department, part_of, governmental_structure)",node_removal(7→None)
119,1,node_replacement,0.7692307692307692,0.9951485466094834,"Stocks raise the value of commodities, while also having a negative impact on technology stocks. Additionally, stocks impact the earnings report. The U.S. dollar relates to rate increases, and risk has a significant impact on both stocks and the U.S. dollar.","Stocks raise commodities and have a notable impact on the earnings report. However, stocks also have a negative impact on technology stocks. Additionally, risk impacts both stocks and the U.S. Dollar, which relates to rate increases.","(stocks, Raise, Commodities)
(stocks, Negative_Impact_On, Technology stocks)
(stocks, Impact, Earnings Report)
(U.S. Dollar, Relate_To, rate increases)
(Risk, Impact, stocks)
(Risk, Impact, U.S. Dollar)","(stocks, Raise, Natural gas prices)
(stocks, Negative_Impact_On, Technology stocks)
(stocks, Impact, Earnings Report)
(Treasury Market, Relate_To, rate increases)
(High winds, Impact, stocks)
(High winds, Impact, Treasury Market)","(Stocks, raise, commodities)
(Stocks, have_negative_impact_on, technology_stocks)
(Stocks, impact, earnings_report)
(U.S._dollar, relates_to, rate_increases)
(Risk, has_significant_impact_on, Stocks)
(Risk, has_significant_impact_on, U.S._dollar)","(Stocks, raise, commodities)
(Stocks, have_notable_impact_on, earnings_report)
(Stocks, have_negative_impact_on, technology_stocks)
(Risk, impacts, Stocks)
(Risk, impacts, U.S._Dollar)
(U.S._Dollar, relates_to, rate_increases)",node_replacement(21→None); node_replacement(11007→None); node_replacement(1360→None)
120,0,node_replacement,0.7619047619047619,0.7182415497046184,"The U.S. Space Force controls security and has relationships with both the U.S. Air Force and the Joint Chiefs of Staff. The Joint Chiefs of Staff, in turn, are related to the US Government. The U.S. Air Force is a member of the U.S. Military, and actively operates in regions such as Afghanistan and Kuwait. Additionally, the U.S. Military itself operates extensively in the Middle East, relating to entities such as the Islamic State and impacting the frequency or occurrence of events like suicide attacks.","The U.S. Space Force, which is related to both the U.S. Air Force and the Joint Chiefs of Staff, controls legal action and is interconnected with various defense and strategic aspects. The Joint Chiefs of Staff, in turn, relate to the US Government, highlighting the intricate structure of military and government relationships. The U.S. Air Force, a member of the Department of the Interior, operates in Afghanistan and Kuwait, showcasing its global reach in military operations. The Department of the Interior, which impacts the development of a pilot program, also operates within the Economy of China and maintains relations with the FBI headquarters, demonstrating its diverse operational and relational scope.","(U.S. Space Force, Relate_To, U.S. Air Force)
(U.S. Space Force, Control, Security)
(U.S. Space Force, Relate_To, Joint Chiefs of Staff)
(Joint Chiefs of Staff, Relate_To, US Government)
(U.S. Air Force, Is_Member_Of, U.S. Military)
(U.S. Air Force, Operate_In, Afghanistan)
(U.S. Air Force, Operate_In, Kuwait)
(U.S. Military, Relate_To, Islamic State)
(U.S. Military, Impact, Suicide Attack)
(U.S. Military, Operate_In, Middle East)","(U.S. Space Force, Relate_To, U.S. Air Force)
(U.S. Space Force, Control, Legal Action)
(U.S. Space Force, Relate_To, Joint Chiefs of Staff)
(Joint Chiefs of Staff, Relate_To, US Government)
(U.S. Air Force, Is_Member_Of, Department of the Interior)
(U.S. Air Force, Operate_In, Afghanistan)
(U.S. Air Force, Operate_In, Kuwait)
(Department of the Interior, Relate_To, FBI headquarters)
(Department of the Interior, Impact, Pilot Program)
(Department of the Interior, Operate_In, Economy of China)","(U.S._Space_Force, controls, security)
(U.S._Space_Force, related_to, U.S._Air_Force)
(U.S._Space_Force, related_to, Joint_Chiefs_of_Staff)
(Joint_Chiefs_of_Staff, related_to, US_Government)
(U.S._Air_Force, member_of, U.S._Military)
(U.S._Air_Force, operates_in, Afghanistan)
(U.S._Air_Force, operates_in, Kuwait)
(U.S._Military, operates_in, Middle_East)
(U.S._Military, related_to, Islamic_State)
(U.S._Military, impacts, suicide_attacks)","(U.S._Space_Force, related_to, U.S._Air_Force)
(U.S._Space_Force, related_to, Joint_Chiefs_of_Staff)
(U.S._Space_Force, controls, legal_action)
(Joint_Chiefs_of_Staff, related_to, US_Government)
(U.S._Air_Force, member_of, Department_of_the_Interior)
(U.S._Air_Force, operates_in, Afghanistan)
(U.S._Air_Force, operates_in, Kuwait)
(Department_of_the_Interior, impacts, pilot_program)
(Department_of_the_Interior, operates_in, Economy_of_China)
(Department_of_the_Interior, related_to, FBI_headquarters)",node_replacement(114→None); node_replacement(286→None); node_replacement(1034→None); node_replacement(462→None); node_replacement(6170→None)
