pair_id,response1,response2,label,perturbation_type,dataset_name
10,"Manfred Trenz is an engineer and computer scientist with citizenship in Germany. Germany maintains diplomatic relations with several countries, including Albania, Argentina, and Kosovo. Kosovo also has diplomatic relations with Sweden, the Netherlands, and Austria. Albania shares diplomatic relations with the People's Republic of China and is home to the ethnic group known as Albanians. Additionally, Albania is a member of the International Development Association.","Manfred Trenz is both an engineer and a computer scientist, showcasing his expertise in these fields. Germany maintains diplomatic relations with both Argentina and Kosovo. Kosovo, in turn, has established diplomatic relations with Sweden, the Netherlands, and Austria. Furthermore, Albania has diplomatic relations with the People's Republic of China and is home to the ethnic group known as Albanians. Additionally, Albania is a member of the International Development Association, reflecting its commitment to international cooperation.",0,edge_deletion,codex
11,"The Soviet Union shares borders with Turkey and maintains diplomatic relations with both Yugoslavia and Angola. Yugoslavia shares borders with the European Union, while Angola shares borders with Zambia. Furthermore, Angola is a member of the International Finance Corporation and is part of Middle Africa. Konstantin Bylinsky, a citizen of the Soviet Union, spoke, wrote, or signed in Russian. He is buried at Vagankovo Cemetery.","The Soviet Union shares a border with Turkey and has diplomatic relations with Yugoslavia, which in turn shares a border with the European Union. Angola shares a border with Zambia and is a member of the International Finance Corporation, as well as being part of Middle Africa. Konstantin Bylinsky, who spoke and wrote in Russian, is buried in Vagankovo Cemetery.",0,edge_deletion,codex
12,"Belarus is a member of the Multilateral Investment Guarantee Agency. Hartmut Engler, a German citizen, speaks and writes in German, and his primary instrument is his voice. Germany maintains diplomatic relations with Andorra, Sierra Leone, and Belarus. Additionally, Andorra has diplomatic relations with Italy and is a member of both the Organisation for the Prohibition of Chemical Weapons and the Visa Waiver Program.","Belarus is a member of the Multilateral Investment Guarantee Agency, while Germany has diplomatic relations with Belarus, Andorra, and Sierra Leone. Hartmut Engler, a citizen of Germany, speaks and writes in German and is known for his voice as an instrument. Furthermore, Andorra maintains diplomatic relations with Italy and is a member of both the Organisation for the Prohibition of Chemical Weapons and the Visa Waiver Program.",1,edge_deletion,codex
13,"Russia maintains diplomatic relations with Nauru and is a member of the International Telecommunication Union. It shares a border with Georgia, which, in turn, has diplomatic relations with Albania, Turkey, and Ukraine. Meanwhile, Egypt also engages in diplomatic relations, notably with Taiwan and Slovenia, and shares its border with the Gaza Strip. The United Kingdom has diplomatic relations with both Russia and Egypt, and it is a member of the International Centre for Settlement of Investment Disputes. Furthermore, Nauru is a member of Interpol. Roy Ewans was born in Torquay, holds citizenship in the United Kingdom, and passed away in Surrey.","Russia maintains diplomatic relations with Nauru, and it is a member of the International Telecommunication Union. Additionally, Russia shares a border with Georgia, which also has diplomatic relations with Albania, Turkey, and Ukraine. Egypt is another country with notable diplomatic relations; it maintains these with Taiwan and Slovenia and shares its border with the Gaza Strip. The United Kingdom has diplomatic relations with both Russia and Egypt, and is a member of the International Centre for Settlement of Investment Disputes. Nauru is a member of Interpol. Roy Ewans, who was born in Torquay and had United Kingdom citizenship, passed away in Surrey.",1,edge_deletion,codex
14,"Indonesia maintains diplomatic relations with Taiwan, Sri Lanka, and Laos. Furthermore, Laos has established diplomatic relations with both the United States of America and Georgia. Bulgaria also enjoys diplomatic relations with Indonesia and is a member of the Movement Coordination Centre Europe; it shares a border with Greece. In Greece, diplomatic relations exist with Cuba, the Republic of Cyprus, and the United Kingdom. Additionally, Todor Batkov is a businessperson and an association football player who holds citizenship in Bulgaria.","Indonesia has established diplomatic relations with Taiwan, Sri Lanka, and Laos. Additionally, Laos maintains diplomatic ties with the United States of America and Georgia. Bulgaria is also connected diplomatically with Indonesia and is a member of the Movement Coordination Centre Europe. Geographic relations are evident as Bulgaria shares a border with Greece. Greece, in turn, has diplomatic relations with Cuba, the Republic of Cyprus, and the United Kingdom. 

Todor Batkov is a businessperson and also an association football player, holding citizenship in Bulgaria.",1,edge_deletion,codex
15,"Estonia maintains diplomatic relations with both Sri Lanka and Ukraine, and it is also a member of the International Bank for Reconstruction and Development. Sweden, while being a member of the Group on Earth Observations and the Asian Development Bank, has established diplomatic relations with Estonia. Furthermore, Ukraine has diplomatic relations with Malaysia and Afghanistan. Sri Lanka is a member of the Commonwealth of Nations, the Organisation for the Prohibition of Chemical Weapons, and the International Centre for Settlement of Investment Disputes. Additionally, Malaysia is a member of the International Hydrographic Organization. Johan Rheborg is a Swedish citizen who works as both a screenwriter and an actor.","Estonia maintains diplomatic relations with both Sri Lanka and Ukraine and is a member of the International Bank for Reconstruction and Development. Sri Lanka, in turn, is a member of multiple international organizations, including the Commonwealth of Nations, the Organisation for the Prohibition of Chemical Weapons, and the International Centre for Settlement of Investment Disputes. Meanwhile, Ukraine has diplomatic ties with both Malaysia and Afghanistan. Sweden has diplomatic relations with Estonia and is a member of the Group on Earth Observations and the Asian Development Bank. Johan Rheborg, who holds citizenship in Sweden, is both a screenwriter and an actor. Additionally, Malaysia is a member of the International Hydrographic Organization.",1,edge_deletion,codex
16,"Switzerland maintains diplomatic relations with Belarus, Romania, and Canada. Furthermore, Belarus has diplomatic relations with Turkmenistan and is a member of both the United Nations and UNESCO. Russia, on the other hand, has diplomatic relations with Botswana and is a member of the Missile Technology Control Regime. France also shares diplomatic relations with Russia and is a member of the Group on Earth Observations and the World Trade Organization. In addition, Canada has diplomatic relations with Lithuania and is a member of the African Development Bank. Victor Cherbuliez holds citizenship in both Switzerland and France, and he was educated at the University of Berlin.","Switzerland maintains diplomatic relations with Belarus, Romania, and Canada. Belarus, in turn, has diplomatic relations with Turkmenistan and is a member of the United Nations and UNESCO. Additionally, Canada shares diplomatic relations with Lithuania and is a member of the African Development Bank. Russia also engages in diplomatic relations, notably with Botswana, and is a member of the Missile Technology Control Regime. France has diplomatic relations with Russia and is a member of the Group on Earth Observations and the World Trade Organization. The notable figure Victor Cherbuliez, who is a citizen of both Switzerland and France, was educated at the University of Berlin.",1,edge_deletion,codex
17,"Zimbabwe is a member of both the Universal Postal Union and the International Bank for Reconstruction and Development. Australia maintains diplomatic relations with Zimbabwe and is also a member of the International Centre for Settlement of Investment Disputes. Additionally, Australia has diplomatic relations with Malta. The United Kingdom is a member of Eurocontrol and the Nuclear Suppliers Group, and it has diplomatic relations with Mexico. Mexico is a member of the International Red Cross and Red Crescent Movement and maintains diplomatic relations with both Australia and Chile. Chile, which has diplomatic relations with Spain and the Philippines, is a member of the International Development Association. T. E. B. Clarke, a writer educated at Charterhouse School, holds citizenship in the United Kingdom.","Zimbabwe is a member of the Universal Postal Union and the International Bank for Reconstruction and Development. Furthermore, Australia has diplomatic relations with Zimbabwe and is also a member of the International Centre for Settlement of Investment Disputes. Australia maintains diplomatic relations with Malta as well. The United Kingdom is a member of Eurocontrol and the Nuclear Suppliers Group, while also having diplomatic relations with Mexico. Mexico is a member of the International Red Cross and Red Crescent Movement and has diplomatic ties with Australia and Chile. Chile is a member of the International Development Association and has diplomatic relations with both Spain and the Philippines. Additionally, T. E. B. Clarke, a writer who is a citizen of the United Kingdom, was educated at Charterhouse School.",1,edge_deletion,codex
18,"Russia is a member of the Organisation for the Prohibition of Chemical Weapons and has established diplomatic relations with both Romania and Seychelles. Vladimir Kurashov, who holds citizenship in Russia, was born in Kazan and received his education at Kazan Federal University. The Seychelles is a member of the United Nations and maintains diplomatic relations with North Korea, while also being part of East Africa. Romania is a member of the World Trade Organization and shares a border with the Socialist Federal Republic of Yugoslavia.","Russia is a member of the Organisation for the Prohibition of Chemical Weapons and maintains diplomatic relations with Romania, a member of the World Trade Organization that shares a border with the Socialist Federal Republic of Yugoslavia. In addition, Vladimir Kurashov was born in Kazan and received his education at Kazan Federal University. Seychelles is also a member of the United Nations and has diplomatic relations with North Korea, while being part of East Africa.",0,edge_deletion,codex
19,"South Korea has established diplomatic relations with Austria and is also a member of UNESCO. Germany maintains diplomatic relations with South Korea, Israel, and El Salvador. El Salvador, which is part of Latin America, has diplomatic relations with Taiwan. Curt Rothenberger, a judge and a citizen of Germany, speaks and writes in German.","South Korea has established diplomatic relations with Austria and is also a member of UNESCO. Furthermore, Germany maintains diplomatic relations with South Korea, Israel, and El Salvador. El Salvador, in turn, has diplomatic ties with Taiwan and is part of Latin America. Curt Rothenberger, a judge who is a citizen of Germany, speaks, writes, or signs in German.",1,edge_deletion,codex
20,"Iraq has diplomatic relations with both Georgia and Brazil, and is also a member of the International Finance Corporation. In turn, the United States of America maintains diplomatic relations with Iraq, Poland, and Germany. Poland shares a border with the German Democratic Republic and holds memberships in the European Space Agency and the Council of the Baltic Sea States. Maria Molina, a weather presenter, was educated at Florida State University and holds citizenship in the United States of America.","Iraq has established diplomatic relations with both Georgia and Brazil, and it is a member of the International Finance Corporation. In turn, the United States of America also has diplomatic relations with Iraq, as well as with Poland and Germany. Poland shares a border with the German Democratic Republic and is a member of the European Space Agency and the Council of the Baltic Sea States. Meanwhile, Maria Molina, a weather presenter and citizen of the United States of America, received her education at Florida State University.",1,edge_deletion,codex
21,"Turkey is a member of both the European Payments Union and the Organisation for Economic Cooperation and Development. Additionally, Turkey maintains diplomatic relations with Denmark, which is also a member of the Organization for Security and Co-operation in Europe and has diplomatic relations with India and Egypt. In Spain, Jordi Hurtado works as a voice actor and journalist, and he holds Spanish citizenship. Spain is involved in diplomatic relations with Turkey and is a member of the Missile Technology Control Regime and the Central American Bank for Economic Integration.","Turkey is a member of both the European Payments Union and the Organisation for Economic Cooperation and Development. Additionally, Turkey maintains diplomatic relations with Denmark, which also has diplomatic relations with both India and Egypt. On another note, Jordi Hurtado, a Spanish citizen, works as a voice actor and journalist. Spain, in turn, shares diplomatic relations with Turkey and is a member of the Missile Technology Control Regime and the Central American Bank for Economic Integration. Denmark is also part of the Organization for Security and Co-operation in Europe.",1,edge_deletion,codex
22,"Taiwan maintains diplomatic relations with Canada, Oman, and Finland. Additionally, Japan has established diplomatic ties with both Taiwan and Austria, as well as Armenia. Uruguay also has diplomatic relations with the United Kingdom and Hungary, and is a member of the World Trade Organization. The United States of America shares diplomatic relations with Uruguay and is a member of the Universal Postal Union, while also sharing a border with Japan. In the realm of individuals, Thomas Raymond Kelly is a musician and businessperson, holding citizenship in the United States of America. Furthermore, the ethnic group associated with Austria is the Austrians.","Taiwan maintains diplomatic relations with several countries, including Canada, Oman, and Finland. Additionally, Japan also has diplomatic relations with Taiwan, Austria, and Armenia. Meanwhile, Uruguay has established diplomatic relations with the United Kingdom and Hungary and is a member of the World Trade Organization. The United States of America shares diplomatic relations with Uruguay, is a member of the Universal Postal Union, and shares a border with Japan. In the realm of music and business, Thomas Raymond Kelly, a musician and businessperson, holds citizenship in the United States of America. Austria is home to the ethnic group known as Austrians.",1,edge_deletion,codex
23,"Stranger than Fiction is classified as a comedy film and features notable cast members including Dustin Hoffman and Queen Latifah. Dustin Hoffman, who is recognized as both an actor and a character actor, holds citizenship in the United States of America. On the other hand, Queen Latifah, active in the 21st century, works as a model and television presenter.","The film Stranger than Fiction belongs to the genre of comedy film. Dustin Hoffman is recognized for his dual occupations as an actor and a character actor, and he holds citizenship in the United States of America. Queen Latifah, who is active in the 21st century, is celebrated as a model and a television presenter.",0,edge_deletion,codex
24,"Hush is set in Kentucky and features cast members such as Johnathon Schaech and Gwyneth Paltrow. Gwyneth Paltrow is known for her occupations as a stage actor and businessperson, and she has also been an unmarried partner of Brad Pitt. Johnathon Schaech's multifaceted career includes roles as a television actor, actor, and screenwriter.","Hush is a film set in Kentucky, featuring cast members Johnathon Schaech and Gwyneth Paltrow. Gwyneth Paltrow is known for her roles as a stage actor and businessperson, and she was previously in an unmarried partnership with Brad Pitt. Johnathon Schaech, on the other hand, is recognized as a television actor and screenwriter, in addition to his work as an actor.",1,edge_deletion,codex
25,"The German Empire had Berlin as its capital and shared borders with both Austria-Hungary and France. Within this context, Natalia Goncharova emerged as a prominent painter and fashion designer, who held citizenship in the Russian Empire. The Russian Empire maintained diplomatic relations with the United States of America and had Russian as its official language, while also bordering the German Empire. Additionally, Mikhail Larionov, who was a costume designer and illustrator, was the spouse of Natalia Goncharova.","The German Empire had its capital in Berlin and shared borders with Austria-Hungary and France. Natalia Goncharova was a painter and fashion designer, and she held citizenship in the Russian Empire. The Russian Empire, which had an official language of Russian, maintained diplomatic relations with the United States of America and shared its border with the German Empire as well. Mikhail Larionov, who was a costume designer and illustrator, was the spouse of Natalia Goncharova.",1,edge_deletion,codex
26,"The United Kingdom maintains diplomatic relations with Brazil and is known for having Welsh as an official language. The population of the United Kingdom is predominantly composed of the White British ethnic group. Brazil, in turn, has diplomatic relations with South Africa and shares a border with Suriname. Additionally, Brazil is a member of the European Southern Observatory. Gerald Davies is a citizen of the United Kingdom, and he is recognized for his dual occupations as a journalist and a rugby union player.","The United Kingdom has Welsh as one of its official languages and is predominantly composed of the White British ethnic group. In a different context, Brazil maintains diplomatic relations with South Africa and shares a border with Suriname. Additionally, Brazil is a member of the European Southern Observatory. Meanwhile, Gerald Davies is a journalist and also a rugby union player.",0,edge_deletion,codex
27,"South Korea has established diplomatic relations with Fiji. The Democratic Republic of the Congo shares a border with the Central African Republic and is a member of both the International Finance Corporation and the International Centre for Settlement of Investment Disputes. Michel Lemieux holds dual occupations as a composer and a film director, and he is a citizen of Canada. Canada maintains diplomatic relations with Finland, South Korea, and the Democratic Republic of the Congo.","South Korea has established diplomatic relations with Fiji. Canada also maintains diplomatic relations with both Finland and South Korea. Meanwhile, the Democratic Republic of the Congo shares a border with the Central African Republic, and it is a member of the International Finance Corporation and the International Centre for Settlement of Investment Disputes. Additionally, Michel Lemieux is known for his dual occupations as a composer and a film director.",0,edge_deletion,codex
28,"Venezuela maintains diplomatic relations with Denmark, the Republic of Abkhazia, and Hungary. France, which shares a border with Venezuela, also has diplomatic ties with Indonesia and Azerbaijan. Azerbaijan is a member of the Organization for Security and Co-operation in Europe and engages in diplomatic relations with Estonia. Jacques Vaillant is a musician who was born in Strasbourg, France, and holds French citizenship.","Venezuela maintains diplomatic relations with Denmark, the Republic of Abkhazia, and Hungary. Additionally, France shares a border with Venezuela and has established diplomatic relations with Azerbaijan and Indonesia. Azerbaijan, meanwhile, is a member of the Organization for Security and Co-operation in Europe and also has diplomatic relations with Estonia. Jacques Vaillant, a musician, was born in Strasbourg and holds citizenship in France.",1,edge_deletion,codex
29,"Anna Diamantopoulou, an engineer, received her education at Aristotle University of Thessaloniki and holds Greek citizenship. Greece has diplomatic relations with Iceland, which also engages in diplomatic relations with the Czech Republic. Additionally, Iceland is a member of the Missile Technology Control Regime and the Organization for Security and Co-operation in Europe. Greece, similarly, is a member of the Organisation for the Prohibition of Chemical Weapons and the Visa Waiver Program.","Anna Diamantopoulou is an engineer who was educated at Aristotle University of Thessaloniki. Iceland maintains diplomatic relations with the Czech Republic and is a member of both the Missile Technology Control Regime and the Organization for Security and Co-operation in Europe. Additionally, Greece is a member of the Organisation for the Prohibition of Chemical Weapons and the Visa Waiver Program.",0,edge_deletion,codex
30,"Iran shares a border with Pakistan and maintains diplomatic relations with both Italy and Brazil. Turkey shares a border with the European Union, is a member of UNESCO, and has diplomatic relations with Australia. Sweden, which is a member of the International Development Association and the Movement Coordination Centre Europe, has diplomatic relations with Turkey. Australia also has diplomatic relations with Iran and Djibouti and is a member of Interpol. 

In addition, Marianne Fredriksson was a writer born in Gothenburg, and she held Swedish citizenship.","Iran shares its border with Pakistan and maintains diplomatic relations with both Italy and Brazil. Turkey, which shares a border with the European Union, is a member of UNESCO and also holds diplomatic relations with Australia. Sweden is a member of the International Development Association and the Movement Coordination Centre Europe, while also having diplomatic relations with Turkey. Australia, for its part, maintains diplomatic relations with both Iran and Djibouti, and is a member of Interpol. Among notable individuals, Marianne Fredriksson was a writer born in Gothenburg, and she holds Swedish citizenship.",1,edge_deletion,codex
31,"The Soviet Union was founded by the Russian Soviet Federative Socialist Republic and established diplomatic relations with Grenada, while sharing borders with Turkey. In addition, Germany is a member of the European Payments Union and has diplomatic relations with both Slovakia and Mauritius. The German Democratic Republic shares a border with Czechoslovakia and also maintains diplomatic relations with the Soviet Union. Frank Szymanski, who holds citizenship in both Germany and the German Democratic Republic, speaks, writes, or signs in German. Czechoslovakia, which has Prague as its capital, shares borders with both the Polish People's Republic and West Germany. Furthermore, Slovakia is a member of the Movement Coordination Centre Europe.","The Soviet Union was founded by the Russian Soviet Federative Socialist Republic and established diplomatic relations with Grenada. Geographically, the Soviet Union shared a border with Turkey. In Europe, Germany is a member of the European Payments Union and maintains diplomatic relations with both Slovakia and Mauritius. Meanwhile, the German Democratic Republic also had diplomatic relations with the Soviet Union. Frank Szymanski is known to speak, write, or sign in German. Czechoslovakia, with its capital in Prague, shares borders with both the Polish People's Republic and West Germany. Additionally, Slovakia is a member of the Movement Coordination Centre Europe.",0,edge_deletion,codex
32,"Bangladesh maintains diplomatic relations with Lebanon, Georgia, and Denmark, showcasing its commitment to international engagement. Donald McKay was an engineer and a citizen of Canada, where he lived before his place of death in Massachusetts. Canada shares a border with the United States of America and is a member of the G8. Notably, Canada also has diplomatic relations with Bangladesh, further emphasizing the interconnectedness between these nations.","Bangladesh maintains diplomatic relations with Lebanon, Georgia, and Denmark. Donald McKay, who was an engineer and a citizen of Canada, passed away in Massachusetts. Canada, which shares a border with the United States of America, is also a member of the G8 and has diplomatic relations with Bangladesh.",1,edge_deletion,codex
33,"Heinrich Rantzau was a military personnel from Denmark, where he held citizenship. He was known for speaking and writing in Latin. Denmark maintains diplomatic relations with both Nicaragua and Pakistan, and is a member of NATO. Pakistan is also a member of the Organisation of Islamic Cooperation and has diplomatic relations with Spain and Russia. Nicaragua, which is a part of Latin America, is a member of the International Finance Corporation.","Heinrich Rantzau was a military personnel from Denmark and is known to speak and write in Latin. Denmark maintains diplomatic relations with both Nicaragua and Pakistan, and it is also a member of NATO. Pakistan, on the other hand, is a member of the Organisation of Islamic Cooperation and has diplomatic relations with Spain and Russia. Additionally, Nicaragua is part of Latin America and is a member of the International Finance Corporation.",1,edge_deletion,codex
34,"William Yeager is recognized as both an inventor and a computer scientist, holding citizenship in the United States of America. The United States is a member of the Asia-Pacific Economic Cooperation and maintains diplomatic relations with both Guyana and Tajikistan. Tajikistan shares a border with Kyrgyzstan. Meanwhile, Guyana is a member of the Commonwealth of Nations and the Organisation for the Prohibition of Chemical Weapons, and it also has diplomatic relations with Venezuela.","William Yeager is recognized as both an inventor and a computer scientist, and he holds citizenship in the United States of America. The United States of America is a member of the Asia-Pacific Economic Cooperation and maintains diplomatic relations with both Guyana and Tajikistan. Additionally, Tajikistan shares a border with Kyrgyzstan. Guyana, which is a member of the Commonwealth of Nations and the Organisation for the Prohibition of Chemical Weapons, also has diplomatic relations with Venezuela.",1,edge_deletion,codex
35,"The United States of America has established diplomatic relations with several countries, including Turkmenistan, Saint Lucia, and Argentina. Turkmenistan, which shares a border with Kazakhstan, is also a member of the Organization for Security and Co-operation in Europe and maintains diplomatic relations with France. In terms of nationality, Yiyun Li holds citizenship in the United States of America and is known for both her work as a journalist and as a writer.","The United States of America maintains diplomatic relations with Turkmenistan, Saint Lucia, and Argentina. Turkmenistan, in turn, shares a border with Kazakhstan and is a member of the Organization for Security and Co-operation in Europe. Additionally, Turkmenistan has diplomatic relations with France. Yiyun Li, a citizen of the United States of America, is both a journalist and a writer.",1,edge_deletion,codex
36,"Whit Bissell was a film actor and a citizen of the United States of America. After his passing, he was laid to rest in Westwood Village Memorial Park Cemetery. The United States of America maintains diplomatic relations with several countries, including India, Nepal, and Tunisia. India, in turn, has diplomatic relations with Turkey and Mauritius. Additionally, Whit Bissell was part of the cast in the film Brute Force, which featured Jeff Corey and Ray Teal alongside him.","Whit Bissell was a film actor who was buried at Westwood Village Memorial Park Cemetery. The United States of America has diplomatic relations with both Nepal and Tunisia, while India maintains diplomatic relations with Turkey and Mauritius. In the film Brute Force, Jeff Corey and Ray Teal were both cast members, contributing to the film's ensemble.",0,edge_deletion,codex
37,"Japan maintains diplomatic relations with China, Laos, and Vietnam. France, in turn, has diplomatic relations with both Japan and Somalia, as well as Cambodia. Somalia is a member of the Arab Fund for Economic and Social Development and the Arab League. The official language of Somalia is Arabic. Sylvie Testud is an actor who is a citizen of France and speaks and writes in French. Additionally, Cambodia fosters diplomatic relations with Malaysia and India.","Japan maintains diplomatic relations with several countries, including China, Laos, and Vietnam. In turn, France also has diplomatic relations with Japan, Somalia, and Cambodia. Somalia is a member of both the Arab Fund for Economic and Social Development and the Arab League, and its official language is Arabic. Sylvie Testud, a citizen of France, is known for her occupation as an actor and speaks French. Furthermore, Cambodia shares diplomatic relations with Malaysia and India.",1,edge_deletion,codex
