pair_id,paragraph_1,paragraph_2,kg_1,kg_2,aa_kea_similarity
21,"Turkey is a member of both the European Payments Union and the Organisation for Economic Cooperation and Development. Additionally, Turkey maintains diplomatic relations with Denmark, which is also a member of the Organization for Security and Co-operation in Europe and has diplomatic relations with India and Egypt. In Spain, Jordi Hurtado works as a voice actor and journalist, and he holds Spanish citizenship. Spain is involved in diplomatic relations with Turkey and is a member of the Missile Technology Control Regime and the Central American Bank for Economic Integration.","Turkey is a member of both the European Payments Union and the Organisation for Economic Cooperation and Development. Additionally, Turkey maintains diplomatic relations with Denmark, which also has diplomatic relations with both India and Egypt. On another note, Jordi Hurtado, a Spanish citizen, works as a voice actor and journalist. Spain, in turn, shares diplomatic relations with Turkey and is a member of the Missile Technology Control Regime and the Central American Bank for Economic Integration. Denmark is also part of the Organization for Security and Co-operation in Europe.","[[""Turkey"", ""member"", ""European_Payments_Union""], [""Turkey"", ""member"", ""Organisation_for_Economic_Cooperation_and_Development""], [""Turkey"", ""diplomaticRelations"", ""Denmark""], [""Denmark"", ""diplomaticRelations"", ""India""], [""Denmark"", ""diplomaticRelations"", ""Egypt""], [""Denmark"", ""member"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""Jordi_Hurtado"", ""citizenship"", ""Spain""], [""Jordi_Hurtado"", ""occupation"", ""voice_actor""], [""Jordi_Hurtado"", ""occupation"", ""journalist""], [""Spain"", ""diplomaticRelations"", ""Turkey""], [""Spain"", ""member"", ""Missile_Technology_Control_Regime""], [""Spain"", ""member"", ""Central_American_Bank_for_Economic_Integration""]]","[[""Turkey"", ""member"", ""European_Payments_Union""], [""Turkey"", ""member"", ""Organisation_for_Economic_Cooperation_and_Development""], [""Turkey"", ""diplomaticRelations"", ""Denmark""], [""Denmark"", ""diplomaticRelations"", ""India""], [""Denmark"", ""diplomaticRelations"", ""Egypt""], [""Denmark"", ""member"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""Jordi_Hurtado"", ""citizenship"", ""Spain""], [""Jordi_Hurtado"", ""occupation"", ""voice_actor""], [""Jordi_Hurtado"", ""occupation"", ""journalist""], [""Spain"", ""diplomaticRelations"", ""Turkey""], [""Spain"", ""member"", ""Missile_Technology_Control_Regime""], [""Spain"", ""member"", ""Central_American_Bank_for_Economic_Integration""]]",1.0
22,"Taiwan maintains diplomatic relations with Canada, Oman, and Finland. Additionally, Japan has established diplomatic ties with both Taiwan and Austria, as well as Armenia. Uruguay also has diplomatic relations with the United Kingdom and Hungary, and is a member of the World Trade Organization. The United States of America shares diplomatic relations with Uruguay and is a member of the Universal Postal Union, while also sharing a border with Japan. In the realm of individuals, Thomas Raymond Kelly is a musician and businessperson, holding citizenship in the United States of America. Furthermore, the ethnic group associated with Austria is the Austrians.","Taiwan maintains diplomatic relations with several countries, including Canada, Oman, and Finland. Additionally, Japan also has diplomatic relations with Taiwan, Austria, and Armenia. Meanwhile, Uruguay has established diplomatic relations with the United Kingdom and Hungary and is a member of the World Trade Organization. The United States of America shares diplomatic relations with Uruguay, is a member of the Universal Postal Union, and shares a border with Japan. In the realm of music and business, Thomas Raymond Kelly, a musician and businessperson, holds citizenship in the United States of America. Austria is home to the ethnic group known as Austrians.","[[""Taiwan"", ""diplomaticRelations"", ""Canada""], [""Taiwan"", ""diplomaticRelations"", ""Oman""], [""Taiwan"", ""diplomaticRelations"", ""Finland""], [""Japan"", ""diplomaticRelations"", ""Taiwan""], [""Japan"", ""diplomaticRelations"", ""Austria""], [""Japan"", ""diplomaticRelations"", ""Armenia""], [""Uruguay"", ""diplomaticRelations"", ""United_Kingdom""], [""Uruguay"", ""diplomaticRelations"", ""Hungary""], [""Uruguay"", ""member"", ""World_Trade_Organization""], [""United_States_of_America"", ""diplomaticRelations"", ""Uruguay""], [""United_States_of_America"", ""member"", ""Universal_Postal_Union""], [""United_States_of_America"", ""border"", ""Japan""], [""Thomas_Raymond_Kelly"", ""citizenOf"", ""United_States_of_America""], [""Thomas_Raymond_Kelly"", ""occupation"", ""musician""], [""Thomas_Raymond_Kelly"", ""occupation"", ""businessperson""], [""Austria"", ""ethnicGroup"", ""Austrians""]]","[[""Taiwan"", ""diplomaticRelations"", ""Canada""], [""Taiwan"", ""diplomaticRelations"", ""Oman""], [""Taiwan"", ""diplomaticRelations"", ""Finland""], [""Japan"", ""diplomaticRelations"", ""Taiwan""], [""Japan"", ""diplomaticRelations"", ""Austria""], [""Japan"", ""diplomaticRelations"", ""Armenia""], [""Uruguay"", ""diplomaticRelations"", ""United_Kingdom""], [""Uruguay"", ""diplomaticRelations"", ""Hungary""], [""Uruguay"", ""member"", ""World_Trade_Organization""], [""United_States_of_America"", ""diplomaticRelations"", ""Uruguay""], [""United_States_of_America"", ""member"", ""Universal_Postal_Union""], [""United_States_of_America"", ""border"", ""Japan""], [""Thomas_Raymond_Kelly"", ""citizenOf"", ""United_States_of_America""], [""Thomas_Raymond_Kelly"", ""occupation"", ""musician""], [""Thomas_Raymond_Kelly"", ""occupation"", ""businessperson""], [""Austria"", ""ethnicGroup"", ""Austrians""]]",1.0
23,"Stranger than Fiction is classified as a comedy film and features notable cast members including Dustin Hoffman and Queen Latifah. Dustin Hoffman, who is recognized as both an actor and a character actor, holds citizenship in the United States of America. On the other hand, Queen Latifah, active in the 21st century, works as a model and television presenter.","The film Stranger than Fiction belongs to the genre of comedy film. Dustin Hoffman is recognized for his dual occupations as an actor and a character actor, and he holds citizenship in the United States of America. Queen Latifah, who is active in the 21st century, is celebrated as a model and a television presenter.","[[""Stranger_than_Fiction"", ""genre"", ""comedy_film""], [""Stranger_than_Fiction"", ""cast"", ""Dustin_Hoffman""], [""Stranger_than_Fiction"", ""cast"", ""Queen_Latifah""], [""Dustin_Hoffman"", ""occupation"", ""actor""], [""Dustin_Hoffman"", ""occupation"", ""character_actor""], [""Dustin_Hoffman"", ""country"", ""United_States_of_America""], [""Queen_Latifah"", ""occupation"", ""model""], [""Queen_Latifah"", ""occupation"", ""television_presenter""], [""Queen_Latifah"", ""active_in"", ""21st_century""]]","[[""Stranger_than_Fiction"", ""genre"", ""comedy_film""], [""Stranger_than_Fiction"", ""cast"", ""Dustin_Hoffman""], [""Stranger_than_Fiction"", ""cast"", ""Queen_Latifah""], [""Dustin_Hoffman"", ""occupation"", ""actor""], [""Dustin_Hoffman"", ""occupation"", ""character_actor""], [""Dustin_Hoffman"", ""country"", ""United_States_of_America""], [""Queen_Latifah"", ""occupation"", ""model""], [""Queen_Latifah"", ""occupation"", ""television_presenter""], [""Queen_Latifah"", ""active_in"", ""21st_century""]]",1.0
24,"Hush is set in Kentucky and features cast members such as Johnathon Schaech and Gwyneth Paltrow. Gwyneth Paltrow is known for her occupations as a stage actor and businessperson, and she has also been an unmarried partner of Brad Pitt. Johnathon Schaech's multifaceted career includes roles as a television actor, actor, and screenwriter.","Hush is a film set in Kentucky, featuring cast members Johnathon Schaech and Gwyneth Paltrow. Gwyneth Paltrow is known for her roles as a stage actor and businessperson, and she was previously in an unmarried partnership with Brad Pitt. Johnathon Schaech, on the other hand, is recognized as a television actor and screenwriter, in addition to his work as an actor.","[[""Hush"", ""location"", ""Kentucky""], [""Hush"", ""cast"", ""Johnathon_Schaech""], [""Hush"", ""cast"", ""Gwyneth_Paltrow""], [""Gwyneth_Paltrow"", ""occupation"", ""stage_actor""], [""Gwyneth_Paltrow"", ""occupation"", ""businessperson""], [""Gwyneth_Paltrow"", ""partner"", ""Brad_Pitt""], [""Johnathon_Schaech"", ""occupation"", ""television_actor""], [""Johnathon_Schaech"", ""occupation"", ""actor""], [""Johnathon_Schaech"", ""occupation"", ""screenwriter""]]","[[""Hush"", ""location"", ""Kentucky""], [""Hush"", ""cast"", ""Johnathon_Schaech""], [""Hush"", ""cast"", ""Gwyneth_Paltrow""], [""Gwyneth_Paltrow"", ""occupation"", ""stage_actor""], [""Gwyneth_Paltrow"", ""occupation"", ""businessperson""], [""Gwyneth_Paltrow"", ""partner"", ""Brad_Pitt""], [""Johnathon_Schaech"", ""occupation"", ""television_actor""], [""Johnathon_Schaech"", ""occupation"", ""actor""], [""Johnathon_Schaech"", ""occupation"", ""screenwriter""]]",1.0
25,"The German Empire had Berlin as its capital and shared borders with both Austria-Hungary and France. Within this context, Natalia Goncharova emerged as a prominent painter and fashion designer, who held citizenship in the Russian Empire. The Russian Empire maintained diplomatic relations with the United States of America and had Russian as its official language, while also bordering the German Empire. Additionally, Mikhail Larionov, who was a costume designer and illustrator, was the spouse of Natalia Goncharova.","The German Empire had its capital in Berlin and shared borders with Austria-Hungary and France. Natalia Goncharova was a painter and fashion designer, and she held citizenship in the Russian Empire. The Russian Empire, which had an official language of Russian, maintained diplomatic relations with the United States of America and shared its border with the German Empire as well. Mikhail Larionov, who was a costume designer and illustrator, was the spouse of Natalia Goncharova.","[[""German_Empire"", ""capital"", ""Berlin""], [""German_Empire"", ""border"", ""Austria-Hungary""], [""German_Empire"", ""border"", ""France""], [""German_Empire"", ""border"", ""Russian_Empire""], [""Natalia_Goncharova"", ""citizenship"", ""Russian_Empire""], [""Natalia_Goncharova"", ""spouse"", ""Mikhail_Larionov""], [""Russian_Empire"", ""official_language"", ""Russian""], [""Russian_Empire"", ""diplomatic_relations"", ""United_States_of_America""], [""Mikhail_Larionov"", ""spouse"", ""Natalia_Goncharova""]]","[[""German_Empire"", ""capital"", ""Berlin""], [""German_Empire"", ""border"", ""Austria-Hungary""], [""German_Empire"", ""border"", ""France""], [""German_Empire"", ""border"", ""Russian_Empire""], [""Natalia_Goncharova"", ""citizenship"", ""Russian_Empire""], [""Natalia_Goncharova"", ""spouse"", ""Mikhail_Larionov""], [""Russian_Empire"", ""official_language"", ""Russian""], [""Russian_Empire"", ""diplomatic_relations"", ""United_States_of_America""], [""Mikhail_Larionov"", ""spouse"", ""Natalia_Goncharova""]]",1.0
26,"The United Kingdom maintains diplomatic relations with Brazil and is known for having Welsh as an official language. The population of the United Kingdom is predominantly composed of the White British ethnic group. Brazil, in turn, has diplomatic relations with South Africa and shares a border with Suriname. Additionally, Brazil is a member of the European Southern Observatory. Gerald Davies is a citizen of the United Kingdom, and he is recognized for his dual occupations as a journalist and a rugby union player.","The United Kingdom has Welsh as one of its official languages and is predominantly composed of the White British ethnic group. In a different context, Brazil maintains diplomatic relations with South Africa and shares a border with Suriname. Additionally, Brazil is a member of the European Southern Observatory. Meanwhile, Gerald Davies is a journalist and also a rugby union player.","[[""United_Kingdom"", ""diplomaticRelations"", ""Brazil""], [""United_Kingdom"", ""officialLanguage"", ""Welsh""], [""United_Kingdom"", ""ethnicGroup"", ""White_British""], [""Brazil"", ""diplomaticRelations"", ""South_Africa""], [""Brazil"", ""border"", ""Suriname""], [""Brazil"", ""member"", ""European_Southern_Observatory""], [""Gerald_Davies"", ""citizen"", ""United_Kingdom""], [""Gerald_Davies"", ""occupation"", ""journalist""], [""Gerald_Davies"", ""occupation"", ""rugby_union_player""]]","[[""United_Kingdom"", ""officialLanguage"", ""Welsh""], [""United_Kingdom"", ""ethnicGroup"", ""White_British""], [""Brazil"", ""diplomaticRelations"", ""South_Africa""], [""Brazil"", ""border"", ""Suriname""], [""Brazil"", ""member"", ""European_Southern_Observatory""], [""Gerald_Davies"", ""occupation"", ""journalist""], [""Gerald_Davies"", ""occupation"", ""rugby_union_player""]]",0.9166666666666666
27,"South Korea has established diplomatic relations with Fiji. The Democratic Republic of the Congo shares a border with the Central African Republic and is a member of both the International Finance Corporation and the International Centre for Settlement of Investment Disputes. Michel Lemieux holds dual occupations as a composer and a film director, and he is a citizen of Canada. Canada maintains diplomatic relations with Finland, South Korea, and the Democratic Republic of the Congo.","South Korea has established diplomatic relations with Fiji. Canada also maintains diplomatic relations with both Finland and South Korea. Meanwhile, the Democratic Republic of the Congo shares a border with the Central African Republic, and it is a member of the International Finance Corporation and the International Centre for Settlement of Investment Disputes. Additionally, Michel Lemieux is known for his dual occupations as a composer and a film director.","[[""South_Korea"", ""diplomaticRelations"", ""Fiji""], [""Democratic_Republic_of_the_Congo"", ""border"", ""Central_African_Republic""], [""Democratic_Republic_of_the_Congo"", ""member"", ""International_Finance_Corporation""], [""Democratic_Republic_of_the_Congo"", ""member"", ""International_Centre_for_Settlement_of_Investment_Disputes""], [""Michel_Lemieux"", ""citizen"", ""Canada""], [""Canada"", ""diplomaticRelations"", ""Finland""], [""Canada"", ""diplomaticRelations"", ""South_Korea""], [""Canada"", ""diplomaticRelations"", ""Democratic_Republic_of_the_Congo""], [""Michel_Lemieux"", ""occupation"", ""composer""], [""Michel_Lemieux"", ""occupation"", ""film_director""]]","[[""South_Korea"", ""diplomaticRelations"", ""Fiji""], [""Canada"", ""diplomaticRelations"", ""Finland""], [""Canada"", ""diplomaticRelations"", ""South_Korea""], [""Democratic_Republic_of_the_Congo"", ""border"", ""Central_African_Republic""], [""Democratic_Republic_of_the_Congo"", ""member"", ""International_Finance_Corporation""], [""Democratic_Republic_of_the_Congo"", ""member"", ""International_Centre_for_Settlement_of_Investment_Disputes""], [""Michel_Lemieux"", ""occupation"", ""composer""], [""Michel_Lemieux"", ""occupation"", ""film_director""]]",0.8484848484848485
28,"Venezuela maintains diplomatic relations with Denmark, the Republic of Abkhazia, and Hungary. France, which shares a border with Venezuela, also has diplomatic ties with Indonesia and Azerbaijan. Azerbaijan is a member of the Organization for Security and Co-operation in Europe and engages in diplomatic relations with Estonia. Jacques Vaillant is a musician who was born in Strasbourg, France, and holds French citizenship.","Venezuela maintains diplomatic relations with Denmark, the Republic of Abkhazia, and Hungary. Additionally, France shares a border with Venezuela and has established diplomatic relations with Azerbaijan and Indonesia. Azerbaijan, meanwhile, is a member of the Organization for Security and Co-operation in Europe and also has diplomatic relations with Estonia. Jacques Vaillant, a musician, was born in Strasbourg and holds citizenship in France.","[[""Venezuela"", ""diplomaticRelations"", ""Denmark""], [""Venezuela"", ""diplomaticRelations"", ""Republic_of_Abkhazia""], [""Venezuela"", ""diplomaticRelations"", ""Hungary""], [""Venezuela"", ""border"", ""France""], [""France"", ""diplomaticRelations"", ""Indonesia""], [""France"", ""diplomaticRelations"", ""Azerbaijan""], [""Azerbaijan"", ""member"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""Azerbaijan"", ""diplomaticRelations"", ""Estonia""], [""Jacques_Vaillant"", ""birthPlace"", ""Strasbourg""], [""Jacques_Vaillant"", ""citizenship"", ""France""]]","[[""Venezuela"", ""diplomaticRelations"", ""Denmark""], [""Venezuela"", ""diplomaticRelations"", ""Republic_of_Abkhazia""], [""Venezuela"", ""diplomaticRelations"", ""Hungary""], [""Venezuela"", ""border"", ""France""], [""France"", ""diplomaticRelations"", ""Azerbaijan""], [""France"", ""diplomaticRelations"", ""Indonesia""], [""Azerbaijan"", ""member"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""Azerbaijan"", ""diplomaticRelations"", ""Estonia""], [""Jacques_Vaillant"", ""birthPlace"", ""Strasbourg""], [""Jacques_Vaillant"", ""citizenship"", ""France""]]",1.0
29,"Anna Diamantopoulou, an engineer, received her education at Aristotle University of Thessaloniki and holds Greek citizenship. Greece has diplomatic relations with Iceland, which also engages in diplomatic relations with the Czech Republic. Additionally, Iceland is a member of the Missile Technology Control Regime and the Organization for Security and Co-operation in Europe. Greece, similarly, is a member of the Organisation for the Prohibition of Chemical Weapons and the Visa Waiver Program.","Anna Diamantopoulou is an engineer who was educated at Aristotle University of Thessaloniki. Iceland maintains diplomatic relations with the Czech Republic and is a member of both the Missile Technology Control Regime and the Organization for Security and Co-operation in Europe. Additionally, Greece is a member of the Organisation for the Prohibition of Chemical Weapons and the Visa Waiver Program.","[[""Anna_Diamantopoulou"", ""education"", ""Aristotle_University_of_Thessaloniki""], [""Anna_Diamantopoulou"", ""citizenship"", ""Greece""], [""Greece"", ""diplomaticRelations"", ""Iceland""], [""Iceland"", ""diplomaticRelations"", ""Czech_Republic""], [""Iceland"", ""member"", ""Missile_Technology_Control_Regime""], [""Iceland"", ""member"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""Greece"", ""member"", ""Organisation_for_the_Prohibition_of_Chemical_Weapons""], [""Greece"", ""member"", ""Visa_Waiver_Program""]]","[[""Anna_Diamantopoulou"", ""education"", ""Aristotle_University_of_Thessaloniki""], [""Iceland"", ""diplomaticRelations"", ""Czech_Republic""], [""Iceland"", ""member"", ""Missile_Technology_Control_Regime""], [""Iceland"", ""member"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""Greece"", ""member"", ""Organisation_for_the_Prohibition_of_Chemical_Weapons""], [""Greece"", ""member"", ""Visa_Waiver_Program""]]",0.8148148148148148
30,"Iran shares a border with Pakistan and maintains diplomatic relations with both Italy and Brazil. Turkey shares a border with the European Union, is a member of UNESCO, and has diplomatic relations with Australia. Sweden, which is a member of the International Development Association and the Movement Coordination Centre Europe, has diplomatic relations with Turkey. Australia also has diplomatic relations with Iran and Djibouti and is a member of Interpol. 

In addition, Marianne Fredriksson was a writer born in Gothenburg, and she held Swedish citizenship.","Iran shares its border with Pakistan and maintains diplomatic relations with both Italy and Brazil. Turkey, which shares a border with the European Union, is a member of UNESCO and also holds diplomatic relations with Australia. Sweden is a member of the International Development Association and the Movement Coordination Centre Europe, while also having diplomatic relations with Turkey. Australia, for its part, maintains diplomatic relations with both Iran and Djibouti, and is a member of Interpol. Among notable individuals, Marianne Fredriksson was a writer born in Gothenburg, and she holds Swedish citizenship.","[[""Iran"", ""border"", ""Pakistan""], [""Iran"", ""diplomaticRelations"", ""Italy""], [""Iran"", ""diplomaticRelations"", ""Brazil""], [""Turkey"", ""border"", ""European_Union""], [""Turkey"", ""member"", ""UNESCO""], [""Turkey"", ""diplomaticRelations"", ""Australia""], [""Sweden"", ""member"", ""International_Development_Association""], [""Sweden"", ""member"", ""Movement_Coordination_Centre_Europe""], [""Sweden"", ""diplomaticRelations"", ""Turkey""], [""Australia"", ""diplomaticRelations"", ""Iran""], [""Australia"", ""diplomaticRelations"", ""Djibouti""], [""Australia"", ""member"", ""Interpol""], [""Marianne_Fredriksson"", ""birthPlace"", ""Gothenburg""], [""Marianne_Fredriksson"", ""citizenship"", ""Sweden""]]","[[""Iran"", ""border"", ""Pakistan""], [""Iran"", ""diplomaticRelations"", ""Italy""], [""Iran"", ""diplomaticRelations"", ""Brazil""], [""Turkey"", ""border"", ""European_Union""], [""Turkey"", ""member"", ""UNESCO""], [""Turkey"", ""diplomaticRelations"", ""Australia""], [""Sweden"", ""member"", ""International_Development_Association""], [""Sweden"", ""member"", ""Movement_Coordination_Centre_Europe""], [""Sweden"", ""diplomaticRelations"", ""Turkey""], [""Australia"", ""diplomaticRelations"", ""Iran""], [""Australia"", ""diplomaticRelations"", ""Djibouti""], [""Australia"", ""member"", ""Interpol""], [""Marianne_Fredriksson"", ""birthPlace"", ""Gothenburg""], [""Marianne_Fredriksson"", ""citizenship"", ""Sweden""]]",1.0
31,"The Soviet Union was founded by the Russian Soviet Federative Socialist Republic and established diplomatic relations with Grenada, while sharing borders with Turkey. In addition, Germany is a member of the European Payments Union and has diplomatic relations with both Slovakia and Mauritius. The German Democratic Republic shares a border with Czechoslovakia and also maintains diplomatic relations with the Soviet Union. Frank Szymanski, who holds citizenship in both Germany and the German Democratic Republic, speaks, writes, or signs in German. Czechoslovakia, which has Prague as its capital, shares borders with both the Polish People's Republic and West Germany. Furthermore, Slovakia is a member of the Movement Coordination Centre Europe.","The Soviet Union was founded by the Russian Soviet Federative Socialist Republic and established diplomatic relations with Grenada. Geographically, the Soviet Union shared a border with Turkey. In Europe, Germany is a member of the European Payments Union and maintains diplomatic relations with both Slovakia and Mauritius. Meanwhile, the German Democratic Republic also had diplomatic relations with the Soviet Union. Frank Szymanski is known to speak, write, or sign in German. Czechoslovakia, with its capital in Prague, shares borders with both the Polish People's Republic and West Germany. Additionally, Slovakia is a member of the Movement Coordination Centre Europe.","[[""Soviet_Union"", ""foundedBy"", ""Russian_Soviet_Federative_Socialist_Republic""], [""Soviet_Union"", ""diplomaticRelations"", ""Grenada""], [""Soviet_Union"", ""border"", ""Turkey""], [""Germany"", ""member"", ""European_Payments_Union""], [""Germany"", ""diplomaticRelations"", ""Slovakia""], [""Germany"", ""diplomaticRelations"", ""Mauritius""], [""German_Democratic_Republic"", ""border"", ""Czechoslovakia""], [""German_Democratic_Republic"", ""diplomaticRelations"", ""Soviet_Union""], [""Frank_Szymanski"", ""citizenship"", ""Germany""], [""Frank_Szymanski"", ""citizenship"", ""German_Democratic_Republic""], [""Frank_Szymanski"", ""language"", ""German""], [""Czechoslovakia"", ""capital"", ""Prague""], [""Czechoslovakia"", ""border"", ""Polish_People_s_Republic""], [""Czechoslovakia"", ""border"", ""West_Germany""], [""Slovakia"", ""member"", ""Movement_Coordination_Centre_Europe""]]","[[""Soviet_Union"", ""foundedBy"", ""Russian_Soviet_Federative_Socialist_Republic""], [""Soviet_Union"", ""diplomaticRelations"", ""Grenada""], [""Soviet_Union"", ""border"", ""Turkey""], [""Germany"", ""member"", ""European_Payments_Union""], [""Germany"", ""diplomaticRelations"", ""Slovakia""], [""Germany"", ""diplomaticRelations"", ""Mauritius""], [""German_Democratic_Republic"", ""diplomaticRelations"", ""Soviet_Union""], [""Frank_Szymanski"", ""language"", ""German""], [""Czechoslovakia"", ""capital"", ""Prague""], [""Czechoslovakia"", ""border"", ""Polish_People_s_Republic""], [""Czechoslovakia"", ""border"", ""West_Germany""], [""Slovakia"", ""member"", ""Movement_Coordination_Centre_Europe""]]",0.8541666666666666
32,"Bangladesh maintains diplomatic relations with Lebanon, Georgia, and Denmark, showcasing its commitment to international engagement. Donald McKay was an engineer and a citizen of Canada, where he lived before his place of death in Massachusetts. Canada shares a border with the United States of America and is a member of the G8. Notably, Canada also has diplomatic relations with Bangladesh, further emphasizing the interconnectedness between these nations.","Bangladesh maintains diplomatic relations with Lebanon, Georgia, and Denmark. Donald McKay, who was an engineer and a citizen of Canada, passed away in Massachusetts. Canada, which shares a border with the United States of America, is also a member of the G8 and has diplomatic relations with Bangladesh.","[[""Bangladesh"", ""diplomaticRelations"", ""Lebanon""], [""Bangladesh"", ""diplomaticRelations"", ""Georgia""], [""Bangladesh"", ""diplomaticRelations"", ""Denmark""], [""Donald_McKay"", ""citizen"", ""Canada""], [""Donald_McKay"", ""deathPlace"", ""Massachusetts""], [""Canada"", ""border"", ""United_States_of_America""], [""Canada"", ""member"", ""G8""], [""Canada"", ""diplomaticRelations"", ""Bangladesh""]]","[[""Bangladesh"", ""diplomaticRelations"", ""Lebanon""], [""Bangladesh"", ""diplomaticRelations"", ""Georgia""], [""Bangladesh"", ""diplomaticRelations"", ""Denmark""], [""Donald_McKay"", ""citizen"", ""Canada""], [""Donald_McKay"", ""deathPlace"", ""Massachusetts""], [""Canada"", ""border"", ""United_States_of_America""], [""Canada"", ""member"", ""G8""], [""Canada"", ""diplomaticRelations"", ""Bangladesh""]]",1.0
33,"Heinrich Rantzau was a military personnel from Denmark, where he held citizenship. He was known for speaking and writing in Latin. Denmark maintains diplomatic relations with both Nicaragua and Pakistan, and is a member of NATO. Pakistan is also a member of the Organisation of Islamic Cooperation and has diplomatic relations with Spain and Russia. Nicaragua, which is a part of Latin America, is a member of the International Finance Corporation.","Heinrich Rantzau was a military personnel from Denmark and is known to speak and write in Latin. Denmark maintains diplomatic relations with both Nicaragua and Pakistan, and it is also a member of NATO. Pakistan, on the other hand, is a member of the Organisation of Islamic Cooperation and has diplomatic relations with Spain and Russia. Additionally, Nicaragua is part of Latin America and is a member of the International Finance Corporation.","[[""Heinrich_Rantzau"", ""citizenship"", ""Denmark""], [""Heinrich_Rantzau"", ""language"", ""Latin""], [""Denmark"", ""diplomaticRelations"", ""Nicaragua""], [""Denmark"", ""diplomaticRelations"", ""Pakistan""], [""Denmark"", ""member"", ""NATO""], [""Pakistan"", ""member"", ""Organisation_of_Islamic_Cooperation""], [""Pakistan"", ""diplomaticRelations"", ""Spain""], [""Pakistan"", ""diplomaticRelations"", ""Russia""], [""Nicaragua"", ""region"", ""Latin_America""], [""Nicaragua"", ""member"", ""International_Finance_Corporation""]]","[[""Heinrich_Rantzau"", ""citizenship"", ""Denmark""], [""Heinrich_Rantzau"", ""language"", ""Latin""], [""Denmark"", ""diplomaticRelations"", ""Nicaragua""], [""Denmark"", ""diplomaticRelations"", ""Pakistan""], [""Denmark"", ""member"", ""NATO""], [""Pakistan"", ""member"", ""Organisation_of_Islamic_Cooperation""], [""Pakistan"", ""diplomaticRelations"", ""Spain""], [""Pakistan"", ""diplomaticRelations"", ""Russia""], [""Nicaragua"", ""region"", ""Latin_America""], [""Nicaragua"", ""member"", ""International_Finance_Corporation""]]",1.0
34,"William Yeager is recognized as both an inventor and a computer scientist, holding citizenship in the United States of America. The United States is a member of the Asia-Pacific Economic Cooperation and maintains diplomatic relations with both Guyana and Tajikistan. Tajikistan shares a border with Kyrgyzstan. Meanwhile, Guyana is a member of the Commonwealth of Nations and the Organisation for the Prohibition of Chemical Weapons, and it also has diplomatic relations with Venezuela.","William Yeager is recognized as both an inventor and a computer scientist, and he holds citizenship in the United States of America. The United States of America is a member of the Asia-Pacific Economic Cooperation and maintains diplomatic relations with both Guyana and Tajikistan. Additionally, Tajikistan shares a border with Kyrgyzstan. Guyana, which is a member of the Commonwealth of Nations and the Organisation for the Prohibition of Chemical Weapons, also has diplomatic relations with Venezuela.","[[""William_Yeager"", ""citizenship"", ""United_States""], [""United_States"", ""member"", ""Asia-Pacific_Economic_Cooperation""], [""United_States"", ""diplomaticRelations"", ""Guyana""], [""United_States"", ""diplomaticRelations"", ""Tajikistan""], [""Tajikistan"", ""border"", ""Kyrgyzstan""], [""Guyana"", ""member"", ""Commonwealth_of_Nations""], [""Guyana"", ""member"", ""Organisation_for_the_Prohibition_of_Chemical_Weapons""], [""Guyana"", ""diplomaticRelations"", ""Venezuela""]]","[[""William_Yeager"", ""citizenship"", ""United_States""], [""United_States"", ""member"", ""Asia-Pacific_Economic_Cooperation""], [""United_States"", ""diplomaticRelations"", ""Guyana""], [""United_States"", ""diplomaticRelations"", ""Tajikistan""], [""Tajikistan"", ""border"", ""Kyrgyzstan""], [""Guyana"", ""member"", ""Commonwealth_of_Nations""], [""Guyana"", ""member"", ""Organisation_for_the_Prohibition_of_Chemical_Weapons""], [""Guyana"", ""diplomaticRelations"", ""Venezuela""]]",1.0
